Gene,Description,BLAST_hit
Bo1g055210,Shikimate O-hydroxycinnamoyltransferase (EC 2.3.1.133) (Hydroxycinnamoyl transferase) (Hydroxycinnamoyl-Coenzyme A shikimate/quinate hydroxycinnamoyltransferase),HST HCT At5g48930 K19E20.4
Bo1g055290,,
Bo1g055440,Putative cytochrome P450 71A28 (EC 1.14.-.-),CYP71A28 At4g20235 F1C12.160
Bo1g057030,UDP-glycosyltransferase 71B5 (EC 2.4.1.-),UGT71B5 At4g15280 dl3685w FCAALL.255
Bo1g057190,,
Bo1g057560,Probably inactive leucine-rich repeat receptor-like protein kinase At3g28040,At3g28040 MMG15.21
Bo1g057570,,
Bo1g057650,,
Bo1g058760,Receptor-like protein 47 (AtRLP47),RLP47 At4g13810 F18A5.200
Bo1g059170,Protein STRICTOSIDINE SYNTHASE-LIKE 5 (AtSSL5) (Protein YELLOW-LEAF-SPECIFIC GENE 2),SSL5 YLS2 At3g51430 F26O13.70
Bo1g059390,,
Bo1g060560,Thioredoxin domain-containing protein PLP3B (Phosducin-like protein 3B),PLP3B At5g66410 K1F13.6
Bo1g061640,,
Bo1g065030,Calcium sensing receptor chloroplastic (Sulfurtransferase 3) (AtStr3),CAS STR3 At5g23060 MYJ24.5
Bo1g067400,Ras-related protein RABE1c (AtRABE1c) (Ras-related protein Ara-3) (Ras-related protein Rab8A) (AtRab8A),RABE1C ARA-3 RAB8A At3g46060 F12M12.30
Bo1g071000,Ras-related protein RABA2d (AtRABA2d),RABA2D At5g59150 MNC17.6
Bo1g071010,,
Bo1g071090,Tubulin beta-2 chain,TUBB2 TUB2 At5g62690 MRG21.11
Bo1g071110,,
Bo1g072280,,
Bo1g072400,ABC transporter A family member 5 (ABC transporter ABCA.5) (AtABCA5) (Putative ABC2 homolog 4),ABCA5 ATH4 At3g47760 T23J7.90
Bo1g076780,,
Bo1g076840,Protein disulfide isomerase-like 1-5 (AtPDIL1-5) (EC 5.3.4.1) (Protein disulfide isomerase 3) (AtPDI3) (Protein disulfide isomerase-like 3-1) (AtPDIL3-1),PDIL1-5 PDI3 PDIL3-1 At1g52260 F19K6.17
Bo1g078260,,
Bo1g078530,,
Bo1g079040,,
Bo1g080180,Receptor-like protein 44 (AtRLP44),RLP44 At3g49750 T16K5.100
Bo1g081400,,
Bo1g082400,YTH domain-containing protein ECT3 (Protein EVOLUTIONARILY CONSERVED C-TERMINAL REGION 3),ECT3 At5g61020 MAF19.3
Bo1g082430,,
Bo1g083550,Acyl-CoA-binding domain-containing protein 5 (Acyl-CoA binding protein 5),ACBP5 At5g27630 F15A18.90
Bo1g084570,Cysteine protease XCP2 (EC 3.4.22.-) (Xylem cysteine peptidase 2) (AtXCP2),XCP2 At1g20850 F2D10.37 F9H16.17
Bo1g084830,Phosphoglycerate mutase-like protein 4,At3g50520 T20E23.120
Bo1g084860,,
Bo1g086060,Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TR-interacting protein 4) (TRIP-4),Trip4
Bo1g086150,,
Bo1g087600,,
Bo1g087830,,
Bo1g087870,Mechanosensitive ion channel protein 3 chloroplastic (Mechanosensitive channel of small conductance-like 3) (MscS-Like protein 3),MSL3 At1g58200 F16M22.2 T18I24.11
Bo1g088000,Serine/threonine-protein kinase MHK (EC 2.7.11.22),MHK At4g13020 F25G13.110
Bo1g090150,Two-pore potassium channel 1 (AtTPK1) (Calcium-activated outward-rectifying potassium channel 1) (AtKCO1),TPK1 KCO1 At5g55630 MDF20.7
Bo1g090160,RNA-binding protein 1 (AtRBP1),RBP1 XF41 At1g58470 F9K23.11
Bo1g090200,Kinesin-like protein KIN-7N,KIN7N ZCF125 At1g59540 T30E16.9 T4M14.11
Bo1g090210,Mitogen-activated protein kinase 2 (AtMPK2) (MAP kinase 2) (EC 2.7.11.24),MPK2 At1g59580 T30E16.13
Bo1g090300,,
Bo1g090330,Protein NRT1/ PTR FAMILY 4.3 (AtNPF4.3) (Nitrate transporter 1.14),NPF4.3 NRT1.14 At1g59740 F23H11.6
Bo1g090380,,
Bo1g091540,Probable protein S-acyltransferase 22 (EC 2.3.1.225) (Probable palmitoyltransferase At1g69420) (Zinc finger DHHC domain-containing protein At1g69420),PAT22 At1g69420 F10D13.9 F23O10.1
Bo1g094460,Ferredoxin-2 chloroplastic (AtFd2),FD2 PETF PETF1 At1g60950 T7P1.9
Bo1g094470,Probable ATP synthase 24 kDa subunit mitochondrial,At2g21870 F7D8.19
Bo1g094570,Cyclin-A2-4 (G2/mitotic-specific cyclin-A2-4) (CycA2;4),CYCA2-4 At1g80370 F5I6.12
Bo1g095760,Protein GID8 homolog,GID8 At1g61150 F11P17.12
Bo1g098030,Elongation factor 1-beta 2 (EF-1-beta 2) (Elongation factor 1-beta' 2) (EF-1-beta' 2) (Elongation factor 1B-alpha 2) (eEF-1B alpha 2),At5g19510 T20D1.30
Bo1g098220,60S ribosomal protein L3-2,ARP2 RPL3B At1g61580 T25B24.7
Bo1g098230,,
Bo1g098300,Putative G-type lectin S-receptor-like serine/threonine-protein kinase At1g61610 (EC 2.7.11.1),At1g61610 T25B24.4
Bo1g098320,Replication protein A 70 kDa DNA-binding subunit B (AtRPA70B) (AtRPA1-5) (Replication factor A protein 1B) (Replication protein A 1B) (AtRPA1B),RPA1B RPA70B At5g08020 F13G24.220
Bo1g098350,,
Bo1g098440,,
Bo1g098760,,
Bo1g099940,,
Bo1g100070,,
Bo1g101270,40S ribosomal protein S19 mitochondrial,RPS19 At5g47320 MQL5.18
Bo1g101380,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo1g101420,QWRF motif-containing protein 2,QWRF2 At1g49890 F10F5.10 T18C15.4
Bo1g101790,Protein DETOXIFICATION 19 (AtDTX19) (Multidrug and toxic compound extrusion protein 19) (MATE protein 19) (Protein ABERRANT LATERAL ROOT FORMATION 5),DTX19 ALF5 At3g23560 MDB19.4
Bo1g102040,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 4 (Protein ORGAN BOUNDARY 4),LSH4 OBO4 At3g23290 MLM24
Bo1g102110,Putative E3 ubiquitin-protein ligase XBAT35 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT35) (Protein XB3 homolog 5) (RING-type E3 ubiquitin transferase XBAT35),XBAT35 At3g23280 K14B15.19
Bo1g102180,Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2),PAB2 At4g34110 F28A23.130
Bo1g102250,Nuclear pore complex protein NUP155 (Nucleoporin 155),NUP155 At1g14850 F10B6.25
Bo1g103500,Auxin-responsive protein IAA2 (Indoleacetic acid-induced protein 2),IAA2 At3g23030 MXC7.6
Bo1g103530,,
Bo1g103700,Protein MODIFIER OF SNC1 11,MOS11 At5g02770 F9G14.80
Bo1g103750,Early light-induced protein 1 chloroplastic,ELIP1 ELIP At3g22840 MWI23.21
Bo1g105150,,
Bo1g105370,,
Bo1g105540,B-box domain protein 31 (AtBBX31) (Microprotein 1B),MIP1B BBX31 At3g21890
Bo1g105600,UDP-glycosyltransferase 71B7 (EC 2.4.1.-),UGT71B7 At3g21790 MSD21.10 MSD21.15
Bo1g105610,UDP-glycosyltransferase 71B7 (EC 2.4.1.-),UGT71B7 At3g21790 MSD21.10 MSD21.15
Bo1g105620,Peroxidase 30 (Atperox P30) (EC 1.11.1.7) (ATP7a) (PRXR9),PER30 P30 At3g21770 MSD21.10 MSD21.8
Bo1g105680,,
Bo1g105720,Protein DETOXIFICATION 40 (AtDTX40) (Multidrug and toxic compound extrusion protein 40) (MATE protein 40),DTX40 At3g21690 MIL23.25
Bo1g105850,UDP-glycosyltransferase 84A2 (Protein BRIGHT TRICHOMES 1) (Sinapate 1-glucosyltransferase 1) (AtSGT1) (EC 2.4.1.120),UGT84A2 BRT1 SGT SGT1 At3g21560 MIL23.13
Bo1g105930,,
Bo1g105950,,
Bo1g108370,,
Bo1g108470,,
Bo1g108620,DNA damage-repair/toleration protein DRT100,DRT100 At3g12610 MMF12.5 T2E22.8 T2E22_107
Bo1g108870,Nardilysin-like (EC 3.4.24.61) (N-arginine dibasic convertase-like) (NRD convertase-like) (NRD-C),At1g06900 F4H5.4
Bo1g108910,Reactive Intermediate Deaminase A chloroplastic (EC 3.5.99.10) (2-iminobutanoate/2-iminopropanoate deaminase),RIDA At3g20390 MQC12.15
Bo1g108960,Aspartate carbamoyltransferase chloroplastic (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),PYRB At3g20330 MQC12.7
Bo1g108970,Ethylene-responsive transcription factor 7 (AtERF7) (Ethylene-responsive element-binding factor 7) (EREBP-7),ERF7 ERF-7 ERF083 At3g20310 MQC12.5
Bo1g114910,Polyadenylate-binding protein RBP47B (Poly(A)-binding protein RBP47B) (RNA-binding protein 47B) (AtRBP47B),RBP47B At3g19130 MVI11.3
Bo1g115930,,
Bo1g115970,,
Bo1g116280,,
Bo1g118970,Beta-glucosidase 43 (AtBGLU43) (EC 3.2.1.21),BGLU43 At3g18070 MRC8.6
Bo1g119050,,
Bo1g119140,Glutamine synthetase cytosolic isozyme 1-3 (GS1) (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;3) (GLN1;3),GLN1-3 At3g17820 MEB5.4
Bo1g119420,AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin) (At-d-Ad) (At-delta-Ad) (Protein-affected trafficking 4),DELTA-ADR PAT4 At1g48760 F11I4.7
Bo1g119430,Transcription factor HY5-like (HY5 homolog) (bZIP transcription factor 64) (AtbZIP64),HYH BZIP64 At3g17609 MKP6.27
Bo1g121540,,
Bo1g122750,,
Bo1g122780,,
Bo1g122970,GATA transcription factor 17,GATA17 At3g16870 MUH15.3
Bo1g123270,RING-H2 finger protein ATL2 (EC 2.3.2.27) (Protein ARABIDOPSIS TOXICOS EN LEVADURA 2) (Protein ATL2) (RING-type E3 ubiquitin transferase ATL2),ATL2 At3g16720 MGL6.19
Bo1g123340,,
Bo1g123400,,
Bo1g123410,,
Bo1g123520,Nitrile-specifier protein 2 (AtNSP2) (Jacalin-related lectin 21),NSP2 JAL21 At2g33070 F25I18.19
Bo1g123690,Probable isoaspartyl peptidase/L-asparaginase 2 (EC 3.4.19.5) (L-asparagine amidohydrolase 2) [Cleaved into: Isoaspartyl peptidase/L-asparaginase 2 subunit alpha; Isoaspartyl peptidase/L-asparaginase 2 subunit beta],At3g16150 MSL1.19
Bo1g123730,Ribulose bisphosphate carboxylase/oxygenase activase chloroplastic (RA) (RuBisCO activase),RCA At2g39730 T5I7.3
Bo1g124810,G-type lectin S-receptor-like serine/threonine-protein kinase CES101 (EC 2.7.11.1) (Protein CALLUS EXPRESSION OF RBCS 101),CES101 At3g16030 MSL1.2
Bo1g127340,,
Bo1g128480,,
Bo1g128600,,
Bo1g129680,,
Bo1g131240,,
Bo1g134420,Pectinesterase/pectinesterase inhibitor 3 [Includes: Pectinesterase inhibitor 3 (Pectin methylesterase inhibitor 3); Pectinesterase 3 (PE 3) (EC 3.1.1.11) (Pectin methylesterase 27) (AtPME27) (Pectin methylesterase 3)],PME3 ARATH27 At3g14310 MLN21.10
Bo1g134510,Ethylene-responsive transcription factor RAP2-2 (AtRAP2.2) (Protein RELATED TO APETALA2 2),RAP2-2 ERF075 At3g14230 MLN21.1
Bo1g134540,Phosphoinositide phosphatase SAC2 (AtSAC2) (EC 3.1.3.-) (Phosphatidylinositol 35-bisphosphate 5-phosphatase SAC2) (Protein SUPPRESSOR OF ACTIN 2) (SAC domain protein 2),SAC2 At3g14205 MAG2.20
Bo1g135040,,
Bo1g138700,,
Bo1g138890,Ycf49-like protein,sll0608
Bo1g139100,DNA damage-repair/toleration protein DRT100,DRT100 At3g12610 MMF12.5 T2E22.8 T2E22_107
Bo1g139180,50S ribosomal protein L31 chloroplastic (CL31) (Protein EMBRYO DEFECTIVE 2184),RPL31 EMB2184 At1g75350 F1B16.11
Bo1g139530,Chaperone protein dnaJ 6 (AtDjC6) (AtJ6),ATJ6 C6 J6 At5g06910 MOJ9.8
Bo1g139650,Calcium load-activated calcium channel homolog (CLAC channel),F22B5.10
Bo1g141150,GDSL esterase/lipase CPRD49 (EC 3.1.1.-) (Extracellular lipase CPRD49),CPRD49 At3g11210 F11B9.13 F9F8.1
Bo1g141240,Cytosolic endo-beta-N-acetylglucosaminidase 2 (ENGase 2) (EC 3.2.1.96) (Endo-beta-N-acetyglucosaminidase 85B) (AtENGase85B),ENGASE2 ENGASE85B At3g11040 F9F8.14
Bo1g143700,,
Bo1g143760,Isoaspartyl peptidase/L-asparaginase 1 (EC 3.4.19.5) (L-asparagine amidohydrolase 1) [Cleaved into: Isoaspartyl peptidase/L-asparaginase 1 subunit alpha; Isoaspartyl peptidase/L-asparaginase 1 subunit beta],At5g08100 T22D6_40
Bo1g143810,Non-symbiotic hemoglobin 2 (BRAna GLB2) (Hb2),HB2 GLB2
Bo1g143930,Putative F-box only protein 15,FBX15 At4g04690 T19J18.6
Bo1g144060,MLP-like protein 328,MLP328 At2g01520 F2I9.14
Bo1g144080,MLP-like protein 328,MLP328 At2g01520 F2I9.14
Bo1g144490,Metallothionein-like protein type 2 MT2-18,
Bo1g144910,Serine/threonine-protein kinase AtPK2/AtPK19 (EC 2.7.11.1) (Ribosomal-protein S6 kinase homolog 2),ATPK2 ATPK19 S6K2 At3g08720 F17O14.19
Bo1g147160,Thymidine kinase a (AtTK1a) (EC 2.7.1.21),TK1A At3g07800 F17A17.14 MLP3.25
Bo1g147360,Auxin-induced in root cultures protein 12,AIR12 At3g07390 F21O3_10
Bo1g147720,Protein HLJ1,HLJ1 YMR161W YM8520.10
Bo1g147750,Thioredoxin-like protein CITRX chloroplastic (EC 1.8.-.-) (Cf-9-interacting thioredoxin) (AtCiTrx) (PEP-associated protein 10) (Thioredoxin Trx p) (Thioredoxin Z),CITRX PAP10 TRX P TRX Z At3g06730 F3E22.13
Bo1g150080,Transcription factor MUTE (Basic helix-loop-helix protein 45) (AtbHLH45) (bHLH 45) (Transcription factor EN 20) (bHLH transcription factor bHLH045),MUTE BHLH45 EN20 At3g06120 F28L1.6
Bo1g150100,Uncharacterized GPI-anchored protein At3g06035,At3g06035 24F17.7
Bo1g150210,Germin-like protein subfamily 2 member 3,GLP8 At3g05930 F10A16.23 F2O10.11
Bo1g150370,Defensin-like protein 205,At3g05730 F10A16.1 F18C1.19
Bo1g150390,Defensin-like protein 204,At3g05727 F18C1
Bo1g150480,60S ribosomal protein L18-2,RPL18B At3g05590 F18C1.14
Bo1g153330,NADPH-dependent aldehyde reductase-like protein chloroplastic (EC 1.1.1.-),At3g03980 T11I18.9
Bo1g154930,Tropinone reductase homolog At2g29310 (EC 1.1.1.-),At2g29310 F16P2.31
Bo1g155100,Gibberellin-regulated protein 5 (GAST1 protein homolog 5),GASA5 At3g02885 F13E7
Bo1g156280,Villin-2,VLN2 At2g41740 T11A7.16
Bo1g157390,Zinc finger protein CONSTANS-LIKE 2,COL2 At3g02380 F11A12.106 F11A12.7 F16B3.2
Bo1g157580,Polypyrimidine tract-binding protein homolog 1,PTB At3g01150 T4P13.16
Bo1g157650,Starch synthase 2 chloroplastic/amyloplastic (AtSS2) (EC 2.4.1.21) (Soluble starch synthase II),SS2 At3g01180 T4P13.13
Bo1g158950,Beta carbonic anhydrase 1 chloroplastic (AtbCA1) (AtbetaCA1) (EC 4.2.1.1) (Beta carbonate dehydratase 1) (Protein SALICYLIC ACID-BINDING PROTEIN 3) (AtSABP3),BCA1 CA1 SABP3 At3g01500 F4P13.5
Bo20493s010,Probable ubiquitin-conjugating enzyme E2 37 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 37) (Ubiquitin carrier protein 37),UBC37 At3g24515 MOB24.7
Bo22246s010,,
Bo26885s010,,
Bo27042s010,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD),ENPP2
Bo28618s010,Fructose-16-bisphosphatase 1 chloroplastic (FBPase1) (EC 3.1.3.11) (D-fructose-16-bisphosphate 1-phosphohydrolase) (Protein HIGH CYCLIC ELECTRON FLOW 1),CFBP1 FBP HCEF1 At3g54050 F24B22.10
Bo2g001120,Aquaporin PIP2-1 (Plasma membrane intrinsic protein 2-1) (AtPIP2;1) (Plasma membrane intrinsic protein 2a) (PIP2a),PIP2-1 PIP2A At3g53420 F4P12.120
Bo2g002800,Mitochondrial import inner membrane translocase subunit TIM14-3 (Chaperone DnaJ-domain containing protein 3),TIM14-3 At5g03030 F15A17.60
Bo2g003860,,
Bo2g003870,,
Bo2g004020,Lectin-like protein (Apoplastic EDS1-dependent protein 9) (SA-induced legume lectin-like protein 1),LLP AED9 LLP1 SAI-LLP1 At5g03350 F12E4.80
Bo2g004050,Transcription factor-like protein DPB (DP-like protein B) (AtDPbB) (E2F dimerization partner protein B),DPB DP1 At5g03415 F12E4.160
Bo2g005220,ATPase 1 plasma membrane-type (EC 7.1.2.1) (Proton pump 1),AHA1 At2g18960 F19F24.16
Bo2g006680,,
Bo2g006700,,
Bo2g007350,Protein trichome birefringence,TBR At5g06700 MPH15.5
Bo2g008700,Ethylene-responsive transcription factor ERF106,ERF106 At5g07580 MBK20.1 T2I1.290
Bo2g009080,,
Bo2g009430,Heat shock 70 kDa protein 10 mitochondrial (Chaperone protein HscA homolog 2) (AtHscA2) (Heat shock protein 70-10) (AtHsp70-10) (Mitochondrial heat shock protein 70-2) (mtHsc70-2),HSP70-10 HSC70-5 HSCA2 MTHSC70-2 At5g09590 F17I14_220
Bo2g009450,Soluble inorganic pyrophosphatase 6 chloroplastic (EC 3.6.1.1) (Inorganic pyrophosphatase 6) (Pyrophosphate phospho-hydrolase 6) (PPase 6),PPA6 PPA At5g09650 F17I14.160
Bo2g009760,Sulfate transporter 2.1 (AST68),SULTR2;1 At5g10180 T31P16_170
Bo2g010130,Protein POLAR-like 1,PL1 At5g10890 T30N20.160
Bo2g010220,,
Bo2g010320,,
Bo2g010530,Dehydration-responsive element-binding protein 3 (Protein TINY 2),DREB3 ERF041 TINY2 At5g11590 F15N18.180
Bo2g010870,Bi-functional coumaroyl CoA and feruloyl CoA ortho-hydroxylase F6H2-1-8 (IbF6H2-1-8) (EC 1.14.11.61) (EC 1.14.11.62) (2-oxoglutarate-dependent dioxygenase F6H2-1-8) (2OGD F6H2-1-8),F6H2-1-8
Bo2g010920,Mitochondrial fission 1 protein B (FIS1 homolog B) (AtFIS1b),FIS1B At5g12390 T2L20
Bo2g010950,Nuclear transcription factor Y subunit A-1 (AtNF-YA-1) (Protein EMBRYO DEFECTIVE 2220) (Transcriptional activator HAP2A),NFYA1 EMB2220 HAP2A At5g12840 T24H18_10
Bo2g011190,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo2g011300,Protein IQ-DOMAIN 14,IQD14 At2g43680 F18O19.21
Bo2g011710,Thioredoxin reductase 2 (EC 1.8.1.9) (NADPH-dependent thioredoxin reductase 2) (NTR2) (NADPH-dependent thioredoxin reductase A) (AtNTRA),NTR2 NTRA At2g17420 F5J6.18
Bo2g012090,ADP-ribosylation factor 1 (AtARF1) (Protein BFA-VISUALIZED EXOCYTIC TRAFFICKING DEFECTIVE 1),ARF1 ARF1A1C BEX1 At2g47170 T3D7.2 T8I13.1
Bo2g012160,Beta carbonic anhydrase 2 chloroplastic (AtbCA2) (AtbetaCA2) (EC 4.2.1.1) (Beta carbonate dehydratase 2),BCA2 CA18 CA2 At5g14740 T9L3.40
Bo2g013670,Cellulose synthase A catalytic subunit 7 [UDP-forming] (AtCesA7) (EC 2.4.1.12) (Protein FRAGILE FIBER 5) (Protein IRREGULAR XYLEM 3) (AtIRX3),CESA7 FRA5 IRX3 At5g17420 T10B6.80
Bo2g013690,Putative F-box/kelch-repeat protein At3g24610,At3g24610 MOB24.20
Bo2g014160,Auxin-responsive protein SAUR21 (Protein SMALL AUXIN UP RNA 21),SAUR21 At5g18030 MCM23.13
Bo2g014170,Auxin-responsive protein SAUR21 (Protein SMALL AUXIN UP RNA 21),SAUR21 At5g18030 MCM23.13
Bo2g016440,Disease resistance-like protein DSC2 (Protein DOMINANT SUPRESSOR OF CAMTA3 NUMBER 2),DSC2 At5g18370
Bo2g016540,Probable receptor-like protein kinase At5g18500 (EC 2.7.11.1),At5g18500 T28N17.1
Bo2g017650,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo2g017820,Protein FANTASTIC FOUR 3,FAF3 At5g19260 F7K24.10
Bo2g018250,Protein SINE2,SINE2 At3g03970 T11I18.8
Bo2g018340,Tubulin alpha-3 chain,TUBA3 TUA3 At5g19770 T29J13.190
Bo2g018350,Tubulin alpha-3 chain,TUBA3 TUA3 At5g19770 T29J13.190
Bo2g018430,F-box protein At3g26010,At3g26010 MPE11.18
Bo2g018490,Mediator of RNA polymerase II transcription subunit 31 (Mediator complex subunit 31) (Mediator complex subunit SOH1),MED31 MED31_1 At5g19910 F28I16.60
Bo2g019720,,
Bo2g022030,Protein LURP-one-related 16,At5g20640 T1M15.40
Bo2g023290,Indole-3-acetaldehyde oxidase (IAA oxidase) (EC 1.2.3.7) (Aldehyde oxidase 1) (AO-1) (AtAO-1) (AtAO1),AAO1 AO1 At5g20960 F22D1.130
Bo2g023380,Leucine-rich repeat protein 1 (AtLRR1),LRR1 At5g21090 T10F18.120
Bo2g023480,Protein argonaute 9,AGO9 At5g21150 T10F18.180
Bo2g023580,,
Bo2g023930,,
Bo2g024050,,
Bo2g024450,Serine/threonine-protein kinase SRPK (PSRPK) (EC 2.7.11.1),
Bo2g025250,Histone H2B.7 (HTB11),At3g46030 F16L2.240
Bo2g025470,Monofunctional riboflavin biosynthesis protein RIBA 3 chloroplastic [Includes: Inactive 34-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)],RIBA3 At5g59750 MTH12.13 MTH12.150
Bo2g026640,UDP-glycosyltransferase 76E2 (EC 2.4.1.-),UGT76E2 At5g59590 F2O15.19
Bo2g026790,,
Bo2g026870,,
Bo2g026910,,
Bo2g028260,Serine/threonine/tyrosine-protein kinase HT1 (EC 2.7.10.1) (EC 2.7.11.1) (High leaf temperature protein 1),HT1 SUU At1g62400 F24O1.13
Bo2g028370,Dehydrodolichyl diphosphate synthase 4 (Dedol-PP synthase 4) (EC 2.5.1.-),At5g58782 MZN1.23
Bo2g028590,Pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP22) (Protein ROOT INITIATION DEFECTIVE 1),RID1 At1g26370 T1K7.25
Bo2g028790,Phototropin-2 (EC 2.7.11.1) (Defective in chloroplast avoidance protein 1) (Non-phototropic hypocotyl 1-like protein 1) (AtKin7) (NPH1-like protein 1),PHOT2 CAV1 KIN7 NPL1 At5g58140 K21L19.6
Bo2g028860,Temperature-induced lipocalin-1 (AtTIL1),TIL At5g58070 K21L19.6
Bo2g030210,Xylose isomerase (EC 5.3.1.5),XYLA At5g57655 MUA2.25
Bo2g030270,,
Bo2g032360,Uncharacterized protein At3g60930 chloroplastic,At3g60930 T27I15_20
Bo2g037610,Heat shock protein 90-2 (AtHSP90.2) (AtHsp90-2) (Heat shock protein 81-2) (Hsp81-2) (Protein EARLY-RESPONSIVE TO DEHYDRATION 8) (Protein LOSS OF RECOGNITION OF AVRRPM1 2) (Protein MUTANT SNC1-ENHANCING 12),HSP90-2 ERD8 HSP81-2 LRA2 MUSE12 At5g56030 MDA7.7
Bo2g037620,Heat shock protein 90-2 (AtHSP90.2) (AtHsp90-2) (Heat shock protein 81-2) (Hsp81-2) (Protein EARLY-RESPONSIVE TO DEHYDRATION 8) (Protein LOSS OF RECOGNITION OF AVRRPM1 2) (Protein MUTANT SNC1-ENHANCING 12),HSP90-2 ERD8 HSP81-2 LRA2 MUSE12 At5g56030 MDA7.7
Bo2g037630,Calcineurin B-like protein 2 (SOS3-like calcium-binding protein 1),CBL2 SCABP1 At5g55990 MDA7.3
Bo2g037730,Putative pectate lyase 21 (EC 4.2.2.2),At5g55720 MDF20.16
Bo2g038880,,
Bo2g038890,Receptor-like protein 41 (AtRLP41),RLP41 At3g25010 K3G3.2
Bo2g040100,,
Bo2g040110,,
Bo2g041160,Glucan endo-13-beta-glucosidase 13 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 13) ((1->3)-beta-glucanase 13) (Beta-13-endoglucanase 13) (Beta-13-glucanase 13),At5g56590 MIK19.3
Bo2g041220,Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes: Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (Adenylyltransferase MOCS3) (Sulfur carrier protein MOCS2A adenylyltransferase); Molybdopterin-synthase sulfurtransferase (EC 2.8.1.11) (Sulfur carrier protein MOCS2A sulfurtransferase) (Sulfurtransferase 13) (AtStr13) (Sulfurtransferase MOCS3)],MOCS3 CNX5 STR13 UBA4 At5g55130 MCO15.8
Bo2g041240,,
Bo2g041370,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase (EC 4.2.3.-) (Terpenoid synthase 21) (AtTPS21),TPS21 PUP8 At5g23960 MZF18.16
Bo2g041490,,
Bo2g041800,,
Bo2g041810,DExH-box ATP-dependent RNA helicase DExH12 (EC 3.6.4.13) (BRR2 homolog A) (AtBRR2A) (Pre-mRNA-splicing helicase BRR2A) (Protein EMBRYO DEFECTIVE 1507),BRR2A EMB1507 At1g20960 F9H16.5
Bo2g044580,Growth-regulating factor 7 (AtGRF7) (Transcription activator GRF7),GRF7 At5g53660 MNC6.20
Bo2g045850,O-acyltransferase WSD1 (Diacylglycerol O-acyltransferase) (DGAT) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase) (EC 2.3.1.75) (Wax synthase) (WS),WSD1 At5g37300 MNJ8.9
Bo2g045950,Arabinogalactan protein 22 (AtAGP22) (Arabinogalactan peptide 22) (AG-peptide 22),AGP22 At5g53250 K19E1.5
Bo2g047350,V-type proton ATPase subunit a2 (V-ATPase subunit a2) (V-type proton ATPase 95 kDa subunit a isoform 2) (V-ATPase 95 kDa isoform a2) (Vacuolar H(+)-ATPase subunit a isoform 2) (Vacuolar proton pump subunit a2) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 2),VHA-a2 At2g21410 F3K23.17
Bo2g047700,Scarecrow-like protein 8 (AtSCL8) (GRAS family protein 30) (AtGRAS-30),SCL8 At5g52510 T4M5.2
Bo2g047910,,
Bo2g048020,,
Bo2g048030,Transmembrane ascorbate ferrireductase 1 (EC 7.2.1.3) (Cytochrome b561) (Artb561-1) (AtCytb561) (Protein b561A.tha5) (Tonoplast Cyt-b561) (TCytb),CYB561A ACYB-2 CYB561B1 CYBASC1 At4g25570 M7J2.60
Bo2g048080,BAG family molecular chaperone regulator 1 (Bcl-2-associated athanogene 1),BAG1 At5g52060 MSG15.15
Bo2g048150,Ethylene-responsive transcription factor ERF025,ERF025 At5g52020 MSG15.10
Bo2g048210,Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase),FLACCA
