Gene,Description,BLAST_hit
Bo7g009580,Gamma-aminobutyrate transaminase POP2 mitochondrial (AtGABA-T) (EC 2.6.1.96) (Gamma-aminobutyric acid aminotransferase 1) (Protein HEXENAL RESPONSE 1) (Protein POLLEN-PISTIL INCOMPATIBILITY 2) (AtPOP2),POP2 GABA-T GABAT1 HER1 At3g22200 MKA23.11
Bo7g011500,,
Bo7g016170,,
Bo7g018660,,
Bo7g018710,,
Bo7g021560,Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2),PAB2 At4g34110 F28A23.130
Bo7g021700,,
Bo7g021720,Reticulon-like protein B10 (AtRTNLB10),RTNLB10 At2g15280 F27O10.7
Bo7g022850,Zinc finger protein-like 1,zfpl1
Bo7g024130,,
Bo7g026540,Vesicle transport v-SNARE 12 (AtVTI12) (Vesicle soluble NSF attachment protein receptor VTI1b) (AtVTI1b) (Vesicle transport v-SNARE protein VTI1b),VTI12 VTI1B At1g26670 T24P13.5
Bo7g026780,,
Bo7g027890,Aconitate hydratase 3 mitochondrial (Aconitase 3) (mACO1) (EC 4.2.1.3) (Citrate hydro-lyase 3),ACO3 At2g05710 T3P4.5
Bo7g029050,Peroxisome biogenesis protein 12 (Peroxin-12) (AtPEX12) (Pex12p) (Protein ABERRANT PEROXISOME MORPHOLOGY 4),PEX12 APM4 At3g04460 T27C4.11
Bo7g030250,,
Bo7g031050,,
Bo7g033090,,
Bo7g034310,Thiosulfate/3-mercaptopyruvate sulfurtransferase 1 mitochondrial (EC 2.8.1.1) (EC 2.8.1.2) (AtMST1) (Rhodanese homolog protein 1) (AtRDH1) (Sulfurtransferase 1) (AtStr1),STR1 MST1 RDH1 ST1 At1g79230 YUP8H12R.17
Bo7g039000,40S ribosomal protein S19 mitochondrial,RPS19 At5g47320 MQL5.18
Bo7g040360,Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase),CYN At3g23490 MEE5.3
Bo7g040710,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 4 (Protein ORGAN BOUNDARY 4),LSH4 OBO4 At3g23290 MLM24
Bo7g040980,,
Bo7g041000,LOB domain-containing protein 4 (ASYMMETRIC LEAVES 2-like protein 6) (AS2-like protein 6),LBD4 ASL6 At1g31320 T19E23.11
Bo7g041030,,
Bo7g041040,Transmembrane protein 56-B,tmem56b tmem56 zgc:92864
Bo7g041090,Protein GIGAS CELL1 (Protein ENHANCER OF BON1-2 30) (Protein OMISSION OF SECOND DIVISION1) (Protein UV-B-INSENSITIVE 4-like),GIG1 EBO30 OSD1 UVI4-LIKE At3g57860 T10K17.70
Bo7g041160,,
Bo7g041300,,
Bo7g041310,Phosphoinositide phosphatase SAC4 (AtSAC4) (EC 3.1.3.-) (Phosphatidylinositol 35-bisphosphate 5-phosphatase SAC4) (Protein SUPPRESSOR OF ACTIN 4) (SAC domain protein 4),SAC4 At5g20840 F22D1.10
Bo7g043570,30-kDa cleavage and polyadenylation specificity factor 30 (EC 3.1.21.-) (Protein OXIDATIVE STRESS TOLERANT 6) (Zinc finger CCCH domain-containing protein 11) (AtC3H11),CPSF30 OXT6 At1g30460 F26G16.5 F26G16.6
Bo7g043610,Putative F-box protein At1g32660,At1g32660 F6N18.5
Bo7g044810,Prefoldin subunit 6,PFDN6
Bo7g044830,F-box protein At1g30790,At1g30790 T17H7.6
Bo7g045210,,
Bo7g045710,,
Bo7g049990,Nuclear transport factor 2A (AtNTF2a) [Cleaved into: Nuclear transport factor 2A N-terminally processed],NTF2A At1g27310 F17L21.10
Bo7g050180,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (AtCAND1) (Protein ENHANCER OF TIR1-1 AUXIN RESISTANCE 2) (Protein HEMIVENATA),CAND1 ETA2 HVE At2g02560 T8K22.14
Bo7g052680,Isochorismate synthase 1 chloroplastic (AtIcs1) (IcsI) (EC 5.4.4.2) (Enhanced disease susceptibility 16) (Eds16) (Isochorismate mutase 1) (Salicylic acid induction deficient 2) (Sid2) (menF-like protein 1),ICS1 At1g74710 F1M20.39 F25A4.31
Bo7g052820,HD domain-containing protein 2,hddc2 si:ch211-208c9.2 zgc:112330
Bo7g054770,UPF0725 protein At1g23950,At1g23950 T23E23.13
Bo7g055800,UPF0725 protein At1g23960,At1g23960 T23E23.14
Bo7g055870,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 large subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (At-g-Ad) (At-gamma-Ad) (Gamma-adaptin 1),GAMMA-ADR At1g23900 T23E23.7
Bo7g055910,,
Bo7g055920,Autophagy-related protein 18b (AtATG18b),ATG18B At4g30510 F17I23.150
Bo7g057760,,
Bo7g057820,Agamous-like MADS-box protein AGL80,AGL80 FEM111 At5g48670 K15N18.16
Bo7g058020,,
Bo7g059330,Sorting nexin 1 (AtSNX1) (Vacuolar protein sorting-associated protein 5 homolog),SNX1 VPS5 At5g06140 K16F4.11 MBL20
Bo7g059340,,
Bo7g059810,,
Bo7g060000,,
Bo7g060040,,
Bo7g060050,Nuclear transcription factor Y subunit B-9 (AtNF-YB-9) (Protein LEAFY COTYLEDON 1),NFYB9 LEC1 At1g21970 T26F17.20
Bo7g060170,FCS-Like Zinc finger 5,FLZ5 DUF581-2 At1g22160 F2E2.23
Bo7g060190,,
Bo7g061440,,
Bo7g063640,Scarecrow-like protein 32 (AtSCL32) (GRAS family protein 18) (AtGRAS-18),SCL32 At3g49950 F3A4.30
Bo7g063970,AT-hook motif nuclear-localized protein 29 (Protein SUPPRESSOR OF PHYB-4#3),AHL29 SOB3 At1g76500 F14G6.10
Bo7g065030,,
Bo7g065080,Calcium-dependent protein kinase 28 (EC 2.7.11.1),CPK28 At5g66210 K2A18.29
Bo7g065510,DNA repair protein RAD5B (EC 3.6.4.-) (Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 3) (SMARCA3-like protein 3) (RAD5 homolog B) (AtRAD5B),RAD5B At5g43530 K9D7.2
Bo7g066980,,
Bo7g067250,Indole glucosinolate O-methyltransferase 1 (EC 2.1.1.-),IGMT1 At1g21100 T22I11.7
Bo7g070000,,
Bo7g071260,Protein NUCLEAR FUSION DEFECTIVE 4,NFD4 At1g31470 T8E3.15
Bo7g071270,Protein PHLOEM PROTEIN 2-LIKE A8 (AtPP2-A8),PP2A8 At5g45070 K17O22.3
Bo7g072770,Probable C-terminal domain small phosphatase (EC 3.1.3.16) (Developmental gene 1148 protein),fcpA ctdsp DG1148 DDB_G0294376
Bo7g075850,,
Bo7g077030,,
Bo7g077060,14.7 kDa heat shock protein (AtHsp14.7),HSP14.7 At5g47600 MNJ7.19
Bo7g077720,,
Bo7g077740,,
Bo7g077850,Protein PAIR1 (Protein HOMOLOGOUS PAIRING ABERRATION IN RICE MEIOSIS 1),PAIR1 Os03g0106300 LOC_Os03g01590 OSJNBa0009C08.13
Bo7g078170,Probable ribose-5-phosphate isomerase 2 (EC 5.3.1.6) (Phosphoriboisomerase 2),RPI2 At2g01290 F10A8.17
Bo7g080060,,
Bo7g080220,,
Bo7g080390,F-box protein PP2-B1 (Protein PHLOEM PROTEIN 2-LIKE B1) (AtPP2-B1) (SKP1-interacting partner 21),PP2B1 SKIP21 At2g02230 T16F16.2
Bo7g080720,NAD(P)H-quinone oxidoreductase subunit H chloroplastic (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit H) (NADH-plastoquinone oxidoreductase 49 kDa subunit) (NADH-plastoquinone oxidoreductase subunit H),ndhH
Bo7g080920,Expansin-A15 (AtEXPA15) (Alpha-expansin-15) (At-EXP15) (AtEx15) (Ath-ExpAlpha-1.3),EXPA15 EXP15 At2g03090 T17M13.26
Bo7g082180,18-cineole synthase 1 chloroplastic (AtTPS-CIN1) (EC 4.2.3.108) (Limonene cyclase) (Terpenoid synthase 27) (AtTPS27),TPS27 TPS-CIN1 At3g25820 K13N2.19
Bo7g082320,TLC domain-containing protein At5g14285,At5g14285 F18O22_70
Bo7g082590,,
Bo7g084180,Ribonucleoside-diphosphate reductase small chain C (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase TSO2 subunit) (Ribonucleotide reductase small subunit C),TSO2 At3g27060 MOJ10.13
Bo7g084470,,
Bo7g085750,,
Bo7g088810,23-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (aPGAM) (EC 5.4.2.12),apgM SSO0417
Bo7g089060,Protein ENHANCED DOWNY MILDEW 2,EDM2 At5g55390 MTE17.10
Bo7g089280,,
Bo7g089560,Protein SULFUR DEFICIENCY-INDUCED 1 (AtSDI1),SDI1 At5g48850 K24G6.19
Bo7g091020,,
Bo7g091060,Bidirectional sugar transporter SWEET4 (AtSWEET4) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 4),SWEET4 At3g28007 MMG15.4
Bo7g091170,,
Bo7g091380,AAA-ATPase At3g28510 (EC 3.6.1.3),At3g28510 T20D4.2
Bo7g096110,,
Bo7g096190,DeSI-like protein At4g17486 (EC 3.4.-.-),At4g17486 dl4780c FCAALL.234
Bo7g096280,Protein ENHANCED DISEASE RESISTANCE 2-like,EDR2L At5g45560 MFC19.23
Bo7g096290,Protein ENHANCED DISEASE RESISTANCE 2-like,EDR2L At5g45560 MFC19.23
Bo7g096990,Protein PLASTID TRANSCRIPTIONALLY ACTIVE 7 (pTAC7) (Protein PIGMENT DEFECTIVE 225),PTAC7 PDE225 TAC7 At5g24314 MOP9.14
Bo7g097750,,
Bo7g098710,Terpenoid synthase 25 (AtTPS25) (EC 4.2.3.-),TPS25 At3g29410 MUO10.2
Bo7g099490,O-fucosyltransferase 24 (O-FucT-24) (EC 2.4.1.-) (O-fucosyltransferase family protein),OFUT24 At3g07900 F17A17.24
Bo7g100500,,
Bo7g101010,Non-specific lipid-transfer protein 5 (LTP 5),LTP5 At3g51600 F26O13.240
Bo7g101560,Aspartyl protease family protein 2 (EC 3.4.23.-),APF2 At1g01300 F6F3.10
Bo7g103840,V-type proton ATPase subunit c1 (V-ATPase subunit c1) (V-type proton ATPase 16 kDa proteolipid subunit c1) (V-ATPase 16 kDa proteolipid subunit c1) (Vacuolar H(+)-ATPase subunit c isoform 1) (Vacuolar proton pump 16 kDa proteolipid subunit c1) (Vacuolar proton pump subunit c1),VHA-c1 AVA-P1 AVAP1 At4g34720 T4L20.300
Bo7g104780,2-oxoglutarate-Fe(II) type oxidoreductase hxnY (EC 1.14.11.-) (Nicotinate catabolism cluster protein hxnY),hxnY ANIA_11188
Bo7g105230,Probable serine/threonine-protein kinase PBL20 (EC 2.7.11.1) (PBS1-like protein 20),PBL20 At4g17660 dl4865w
Bo7g105400,,
Bo7g105700,Eukaryotic translation initiation factor 4E-1 (eIF-4E-1) (eIF4E-1) (Protein cucumovirus multiplication 1) (eIF-4F 25 kDa subunit) (eIF-4F p26 subunit) (mRNA cap-binding protein),EIF4E1 CUM1 At4g18040 F15J5.10
Bo7g105950,,
Bo7g106210,,
Bo7g106230,60S ribosomal protein L11-2 (L16),RPL11B At3g58700 T20N10_50; RPL11C RPL16B At4g18730 F28A21.140; RPL11D At5g45775 MRA19.26 MRA19_21
Bo7g106920,Multiple organellar RNA editing factor 1 mitochondrial (RNA editing-interacting protein 8),MORF1 RIP8 At4g20020
Bo7g107650,Protein DETOXIFICATION 39 (AtDTX39) (Multidrug and toxic compound extrusion protein 39) (MATE protein 39),DTX39 At4g21910 T8O5.120
Bo7g107790,,
Bo7g108970,,
Bo7g109950,,
Bo7g110530,Protein GLUTAMINE DUMPER 2,GDU2 At4g25760 F14M19.40
Bo7g110870,,
Bo7g111590,,
Bo7g111650,,
Bo7g115410,WRKY transcription factor 18 (WRKY DNA-binding protein 18) (AtWRKY18),WRKY18 At4g31800 F28M20.10
Bo7g115430,Early nodulin-like protein 1 (Phytocyanin-like protein),At2g25060 F27C12.2
Bo7g115900,Glutamyl-tRNA(Gln) amidotransferase subunit C chloroplastic/mitochondrial (Glu-AdT subunit C) (EC 6.3.5.-),GATC At4g32915 F26P21
Bo7g115920,UPF0587 protein GA18326,GA18326
Bo7g116080,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (eIF-3 p25),TIF3K1 At4g33250 F17M5.10
Bo7g116410,F-box/LRR-repeat/kelch-repeat protein At1g09650,At1g09650 F21M12.4
Bo7g117210,Aminopeptidase M1 (EC 3.4.11.2) (Alpha-aminoacylpeptide hydrolase),APM1 At4g33090 F4I10_20
Bo7g117220,F-box/kelch-repeat protein At5g39560,At5g39560 MIJ24.5
Bo7g117250,Acetylserotonin O-methyltransferase (EC 2.1.1.4) (N-acetylserotonin O-methyltransferase) (AtASMT),ASMT At4g35160 T12J5.30
Bo7g117340,,
Bo7g118240,Oxygen-evolving enhancer protein 1 chloroplastic (OEE1) (33 kDa subunit of oxygen evolving system of photosystem II) (33 kDa thylakoid membrane protein) (OEC 33 kDa subunit),PSBO
Bo7g118280,Methylesterase 9 (AtMES9) (EC 3.1.1.-),MES9 At4g37150 AP22.78 C7A10.210
Bo7g118940,,
Bo7g118970,L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3),AAO
Bo7g119080,Putative calmodulin-3 (CaM-3) (Fragment),PCM3
Bo7g119090,,
Bo7g119250,,
Bo8g001250,Probable carboxylesterase 16 (AtCXE16) (EC 3.1.1.1),CXE16 At5g14310 F18O22.100
Bo8g005990,,
Bo8g007200,Uncharacterized oxidoreductase At1g06690 chloroplastic (EC 1.-.-.-),At1g06690 F12K11.2 F4H5.17
Bo8g011050,mRNA-decapping enzyme-like protein (EC 3.-.-.-) (DCP1 homolog),At1g08370 T27G7.7
Bo8g011130,,
Bo8g011290,,
Bo8g011470,,
Bo8g013930,,
Bo8g015140,,
Bo8g016340,Protein CIA1 (Cytosolic iron-sulfur protein assembly 1) (Protein EMBRYO DEFECTIVE 1345),CIA1 EMB1345 At2g26060 T19L18.13
Bo8g016860,L-type lectin-domain containing receptor kinase IV.2 (Arabidopsis thaliana lectin-receptor kinase a4) (AthlecRK-a4) (LecRK-IV.2) (EC 2.7.11.1) (Protein SMALL GLUED-TOGETHER AND COLLAPSED POLLEN),LECRK42 LECRKA4 SGC At3g53810 F5K20.110
Bo8g018100,3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1 (At3BETAHSD/D1) (EC 1.1.1.170) (4alpha-carboxysterol-C3-dehydrogenase/C4-decarboxylase isoform 1-1) (Reticulon-like protein B24) (AtRTNLB24) (Sterol-4-alpha-carboxylate 3-dehydrogenase 1 decarboxylating),3BETAHSD/D1 RTNLB24 At1g47290 T3F24.9
Bo8g021710,,
Bo8g021820,Probable purine permease 11 (AtPUP11),PUP11 At1g44750 T12C22.2
Bo8g021930,Cyclin-A1-1 (G2/mitotic-specific cyclin-A1-1) (CycA1;1),CYCA1-1 At1g44110 T7O23.18
Bo8g021980,,
Bo8g024330,Factor of DNA methylation 3,FDM3 At3g12550 T16H11.4 T2E22.14
Bo8g027320,F-box protein SKIP19 (F-box/LRR-repeat protein 20) (SKP1-interacting partner 19),SKIP19 FBL20 At4g05460 C6L9.140
Bo8g030320,Protein BREVIS RADIX (AtBRX),BRX At1g31880 F5M6.11
Bo8g030400,,
Bo8g033560,,
Bo8g034150,Gamma-interferon-responsive lysosomal thiol protein (AtGILT),GILT At4g12960 F25G13.50
Bo8g034160,,
Bo8g035520,Protein PHR1-LIKE 3 (Myb family transcription factor PHL3) (Protein UNFERTILIZED EMBRYO SAC 16),PHL3 UNE16 At4g13640 F18A5.30
Bo8g036620,Probable receptor-like protein kinase At2g39360 (EC 2.7.11.-),At2g39360 F12L6.2
Bo8g036630,,
Bo8g036840,Xyloglucan endotransglucosylase/hydrolase protein 15 (At-XTH15) (XTH-15) (EC 2.4.1.207) (EC 3.2.1.151),XTH15 XTR7 At4g14130 dl3105c FCAALL.173
Bo8g041010,Acetylserotonin O-methyltransferase (EC 2.1.1.4) (N-acetylserotonin O-methyltransferase) (AtASMT),ASMT At4g35160 T12J5.30
Bo8g045840,,
Bo8g050050,,
Bo8g051300,,
Bo8g051430,,
Bo8g051530,,
Bo8g052590,Fatty acid desaturase 4 chloroplastic (EC 1.14.19.43) (Fatty acid desaturase A),FAD4 FADA At4g27030 F10M23.370
Bo8g052860,,
Bo8g052880,,
Bo8g054090,tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O),Trmo
Bo8g054210,,
Bo8g058760,,
Bo8g058960,,
Bo8g059160,UPF0725 protein At1g02770,At1g02770 F22D16.24 T14P4.24
Bo8g059210,UPF0725 protein At1g02770,At1g02770 F22D16.24 T14P4.24
Bo8g059510,Probable xyloglucan endotransglucosylase/hydrolase protein 33 (At-XTH33) (XTH-33) (EC 2.4.1.207),XTH33 At1g10550 T10O24.17
Bo8g059580,Polygalacturonase At1g48100 (PG) (EC 3.2.1.15) (Pectinase At1g48100),At1g48100 F21D18.17 F21D18.18
Bo8g059760,Ferredoxin-1 chloroplastic (AtFd1),FD1 PETF2 At1g10960 T19D16.12
Bo8g060070,Partner of Y14 and mago (AtPYM),PYM At1g11400 T23J18.7
Bo8g062530,,
Bo8g063780,Cytochrome b-c1 complex subunit 6 (CR7) (Complex III subunit 6) (Complex III subunit VI) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 7.8 kDa protein),
Bo8g064820,,
Bo8g066680,Putative cyclin-B3-1 (G2/mitotic-specific cyclin-B3-1) (CycB3;1),CYCB3-1 At1g16330 F3O9.13
Bo8g068470,,
Bo8g070860,Nuclear speckle RNA-binding protein A (AtNSRA),NSRA At1g76940 F22K20.4
Bo8g071300,Transcription factor TGA3 (bZIP transcription factor 22) (AtbZIP22),TGA3 BZIP22 At1g22070 F2E2.14
Bo8g071310,Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-13456-pentakisphosphate 2-kinase) (Ins(13456)P5 2-kinase) (AtIPK1) (InsP5 2-kinase),IPK1 At5g42810 MJB21.19
Bo8g071620,Uncharacterized PKHD-type hydroxylase At1g22950 (EC 1.14.11.-),At1g22950 F19G10.24
Bo8g073780,2-phytyl-14-beta-naphthoquinone methyltransferase chloroplastic (EC 2.1.1.329) (Demethylphylloquinone methyltransferase) (Menaquinone biosynthesis methyltransferase ubiE-like protein),MENG At1g23360 F26F24.24
Bo8g075120,Chaperone protein dnaJ 16 (AtDjB16) (AtJ16) (Protein ARG1-LIKE 1) (AtARL1),ATJ16 ARL1 B16 At1g24120 F3I6.4
Bo8g076330,Homeobox-leucine zipper protein ATHB-23 (HD-ZIP protein ATHB-23) (Homeodomain transcription factor ATHB-23),ATHB-23 At1g26960 T2P11.15
Bo8g076830,KDEL-tailed cysteine endopeptidase CEP2 (EC 3.4.22.-),CEP2 At3g48340 T29H11.140
Bo8g076840,KDEL-tailed cysteine endopeptidase CEP3 (EC 3.4.22.-),CEP3 At3g48350 T29H11.130
Bo8g076870,,
Bo8g077130,Nuclear transcription factor Y subunit C-1 (AtNF-YC-1) (Transcriptional activator HAP5A),NFYC1 HAP5A At3g48590 T8P19.100
Bo8g077630,Pentatricopeptide repeat-containing protein At3g49240 mitochondrial (Protein EMBRYO DEFECTIVE 1796),EMB1796 At3g49240 F2K15.100
Bo8g079490,,
Bo8g080310,AP-3 complex subunit sigma (AP-3 complex subunit sigma-3) (Adaptor-related protein complex 3 subunit sigma) (Sigma-adaptin 3) (Sigma3-adaptin),At3g50860 F18B3.140
Bo8g080340,DNA-3-methyladenine glycosylase 1 (EC 3.2.2.21) (3-methyladenine DNA glycosidase 1) (3MEA DNA glycosylase 1),mag1 SPAPB24D3.04c
Bo8g080380,Lipid phosphate phosphatase epsilon 1 chloroplastic (AtLPPE1) (EC 3.1.3.-) (Phosphatidic acid phosphatase epsilon 1) (Plastidic phosphatidic acid phosphatase epsilon 1),LPPE1 At3g50920 F18B3.200
Bo8g080670,,
Bo8g081130,Dihydroorotate dehydrogenase (quinone) mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase),PYRD At5g23300 MKD15.16
Bo8g081410,,
Bo8g081440,Non-specific lipid-transfer protein 5 (LTP 5),LTP5 At3g51600 F26O13.240
Bo8g081910,,
Bo8g082290,Vacuolar-sorting receptor 1 (AtVSR1) (BP80-like protein b) (AtBP80b) (Epidermal growth factor receptor-like protein 1) (AtELP) (AtELP1) (Spot 3 protein),VSR1 BP80B ELP ELP1 At3g52850 F8J2.20
Bo8g082310,G-type lectin S-receptor-like serine/threonine-protein kinase At1g61360 (EC 2.7.11.1),At1g61360 T1F9.15
Bo8g082590,,
Bo8g082700,,
Bo8g082720,,
Bo8g082910,Protein SODIUM POTASSIUM ROOT DEFECTIVE 3 (NaKR3) (Heavy metal-associated plant protein 4) (AtHPP04),NAKR3 HPP04 At3g53530 F4P12.230
Bo8g083050,ADP-ribosylation factor GTPase-activating protein AGD7 (ARF GAP AGD7) (Protein ARF-GAP DOMAIN 7) (AtAGD7) (Protein PDE1 SUPPRESSOR 1),AGD7 ASP1 At2g37550 F13M22.5
Bo8g088360,,
Bo8g090890,Pre-rRNA-processing protein ESF2 (18S rRNA factor 2),ESF2 CAALFM_C502070CA CaO19.10670 CaO19.3161
Bo8g091080,Transcription factor MYB80 (Myb-related protein 80) (OsMYB80),MYB80 Os04g0470600 LOC_Os04g39470 OSJNBa0089K21.5
Bo8g091390,Protein STRICTOSIDINE SYNTHASE-LIKE 10 (AtSSL10) (Strictosidine synthase 8) (AtSS8),SSL10 SS8 At3g57030 F24I3.110
Bo8g092400,Putative metal tolerance protein C3 (AtMTPc3) (AtMTP8),MTPC3 MTP8 At3g58060 T10K17.270
Bo8g097440,,
Bo8g098520,Mavicyanin,
Bo8g098530,Probable inactive patatin-like protein 9 (AtPLP9) (Patatin-related phospholipase A IIIdelta) (pPLAIIId) (Phospholipase A IIIB) (AtPLAIIIB),PLP9 At3g63200 F16M2.50
Bo8g098900,,
Bo8g098930,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo8g099000,FCS-Like Zinc finger 11,FLZ11 DUF581-8 At2g25690 F3N11.14
Bo8g099380,Stromal cell-derived factor 2-like protein (AtSDF2) (SDF2-like protein),SDF2 At2g25110 F13D4.70
Bo8g100360,Methylesterase 2 (AtMES2) (EC 3.1.1.-) (Protein METHYLESTERASE 8) (AtME8),MES2 ACL ME8 At2g23600 F26B6.25
Bo8g100490,Filament-like plant protein 7 (AtFPP7),FPP7 At2g23360 F26B6.1
Bo8g102360,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),STK38 NDR1
Bo8g102610,60S ribosomal protein L28-1,RPL28A At2g19730 F6F22.24
Bo8g104320,,
Bo8g104780,Disease resistance protein CHS1 (Protein CHILLING SENSITIVE 1),CHS1 At1g17610 F1L3.31
Bo8g105050,Glutathione S-transferase U25 (AtGSTU25) (EC 2.5.1.18) (GST class-tau member 25),GSTU25 At1g17180 F20D23.12A
Bo8g105120,60S ribosomal protein L18a-like protein,At1g29970 T1P2.8
Bo8g105470,,
Bo8g106120,,
Bo8g106310,,
Bo8g106410,,
Bo8g106780,,
Bo8g106870,,
Bo8g106880,Transcription factor HRS1 (MYB-domain transcription factor HRS1) (NIGT1 protein homolog) (AtNIGT1) (Protein HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1),HRS1 NIGT1 At1g13300 T6J4.6
Bo8g107040,Probable fucosyltransferase 8 (AtFUT8) (EC 2.4.1.-),FUT8 At1g14100 F7A19.18
Bo8g107100,Probable diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase),At4g31790 F28M20.20
Bo8g108790,,
Bo8g108840,Glucose-6-phosphate/phosphate translocator 2 chloroplastic,GPT2 At1g61800 F8K4.1
Bo8g108900,Putative pentatricopeptide repeat-containing protein At5g59900,At5g59900 MMN10.14
Bo8g109150,,
Bo8g109520,SKP1-like protein 4 (AtSK4),ASK4 At1g20140 T20H2.8
Bo8g112190,Protein SRC2 homolog (AtSRC2),SRC2 At1g09070 F7G19.6
Bo8g112820,Mitogen-activated protein kinase 13 (AtMPK13) (MAP kinase 13) (EC 2.7.11.24),MPK13 At1g07880 F24B9.3
Bo8g113960,Pentatricopeptide repeat-containing protein At1g07590 mitochondrial,At1g07590 F22G5.3
Bo8g114140,Proliferating cell nuclear antigen (PCNA),
Bo8g115810,Glutathione gamma-glutamylcysteinyltransferase 2 (EC 2.3.2.15) (Phytochelatin synthase 2) (AtPCS2),PCS2 At1g03980 F21M11.9
Bo8g115880,Prohibitin-2 mitochondrial (Atphb2),PHB2 At1g03860 F21M11.21
Bo8g118220,,
Bo9g004040,Soluble inorganic pyrophosphatase 1 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 1) (PPase 1),PPA1 At1g01050 T25K16.5
Bo9g004100,NAC domain-containing protein 69 (ANAC069) (Protein NAC WITH TRANSMEMBRANE MOTIF 2) (Protein NTM1-like 13),NAC69 NTL13 NTM2 At4g01550 F11O4.5
Bo9g004150,GEM-like protein 2,At4g01600 T15B16.24
Bo9g004260,S-adenosylmethionine synthase 5 (AdoMet synthase 5) (EC 2.5.1.6) (Methionine adenosyltransferase 5) (MAT 5),MSAMS5
Bo9g004350,Chalcone synthase 3 (EC 2.3.1.74) (Naringenin-chalcone synthase 3),CHS3
Bo9g005560,,
Bo9g005630,Endoglucanase 17 (EC 3.2.1.4) (Endo-14-beta glucanase 17),At4g02290 T2H3.5
Bo9g005670,Probable pectinesterase/pectinesterase inhibitor 41 [Includes: Pectinesterase inhibitor 41 (Pectin methylesterase inhibitor 41); Pectinesterase 41 (PE 41) (EC 3.1.1.11) (AtPMEpcrB) (Pectin methylesterase 41) (AtPME41)],PME41 ARATH41 At4g02330 T14P8.14
Bo9g005830,,
Bo9g005840,,
Bo9g006180,Transcription termination factor MTERF4 chloroplastic (Mitochondrial transcription termination factor 4) (Protein BELAYA SMERT') (Protein RUGOSA2),MTERF4 BSM RUG2 TERF3 At4g02990 T4I9.13
Bo9g006300,Mitochondrial substrate carrier family protein ucpB (Solute carrier family 25 member 30 homolog) (Uncoupler protein B),ucpB slc25a30 DDB_G0283333
Bo9g007690,Putative hydrolase C777.06c,SPCC777.06c
Bo9g007910,,
Bo9g007980,Eukaryotic peptide chain release factor subunit 1-3 (BoeRF1-3) (Eukaryotic release factor 1-3),ERF1-3
Bo9g008240,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1 mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip),SDH2-1 At3g27380 K1G2.9
Bo9g008300,,
Bo9g008310,Cyclin-dependent protein kinase inhibitor SMR6 (Protein SIAMESE-RELATED 6),SMR6 At5g40460 K21I16.3
Bo9g008330,LOB domain-containing protein 25 (ASYMMETRIC LEAVES 2-like protein 3) (AS2-like protein 3),LBD25 ASL3 At3g27650 MGF10.6
Bo9g008630,,
Bo9g009090,E3 ubiquitin-protein ligase BIG BROTHER (EC 2.3.2.27) (Protein ENHANCER OF DA1-1) (RING-type E3 ubiquitin transferase BIG BROTHER),BB EOD1 At3g63530 TEL3S.1
Bo9g009850,Calcium-binding protein CP1 (NaCl-inducible Ca2+-binding protein) (AtCP1),CP1 ACP1 At5g49480 K6M13.2
Bo9g009980,Uncharacterized protein At4g28440,At4g28440 F20O9.120
