Gene,Description,BLAST_hit
Bo1g009980,Thioredoxin-like protein HCF164 chloroplastic (Protein HIGH CHLOROPHYLL FLUORESCENCE 164),HCF164 At4g37200 C7A10.160
Bo1g010240,E3 ubiquitin-protein ligase At1g12760 (EC 2.3.2.27) (RING finger protein At1g12760) (RING-type E3 ubiquitin transferase At1g12760),At1g12760 T12C24.29
Bo1g010800,60S ribosomal protein L39-1,RPL39A At2g25210 T22F11.20; RPL39C At4g31985 F10N7.2 F11C18.17
Bo1g011090,Putative B3 domain-containing protein REM4 (Protein REPRODUCTIVE MERISTEM 4),REM4 At4g31630 F28M20.180
Bo1g011130,B3 domain-containing protein REM3 (Protein REPRODUCTIVE MERISTEM 3),REM3 At4g31620 F28M20.190
Bo1g011310,UPF0725 protein At2g20620,At2g20620 F23N11.6
Bo1g011820,Heptahelical transmembrane protein 2 (PAQR family protein HHP2),HHP2 At4g30850 F6I18.240
Bo1g011840,Serine carboxypeptidase-like 29 (EC 3.4.16.-),SCPL29 At4g30810 F6I18.280 T10C21.3
Bo1g011910,AUGMIN subunit 8 (QWRF motif-containing protein 8) (ROP1 enhancer 2),AUG8 QWRF8 REN2 At4g30710 T10C21.60
Bo1g011940,Protein HEAT-INDUCED TAS1 TARGET 1,HTT1 At4g29770 F27B13.10
Bo1g014310,Probable xyloglucan endotransglucosylase/hydrolase protein 17 (At-XTH17) (XTH-17) (EC 2.4.1.207),XTH17 XTR1 At1g65310 T8F5.9
Bo1g014340,Xyloglucan endotransglucosylase/hydrolase protein 24 (At-XTH24) (XTH-24) (EC 2.4.1.207) (Endo-xyloglucan transferase) (Meristem protein 5) (MERI-5 protein) (MERI5 protein) (Xyloglucan endo-14-beta-D-glucanase),XTH24 MERI-5 MERI5B SEN4 At4g30270 F9N11.120
Bo1g014400,NADPH--cytochrome P450 reductase 2 (CPR 2) (P450R 2) (EC 1.6.2.4),ATR2 AR2 At4g30210 F9N11.60
Bo1g014580,,
Bo1g014770,,
Bo1g014940,Mitogen-activated protein kinase kinase 2 (AtMAP2Kbeta) (AtMKK2) (MAP kinase kinase 2) (EC 2.7.12.2),MKK2 MAP2K MK1 At4g29810 F27B13.50
Bo1g014990,Ribokinase (AtRBSK) (RK) (EC 2.7.1.15),RBSK At1g17160 F20D23.14
Bo1g016230,UPF0725 protein At4g29550,At4g29550 T16L4.60
Bo1g016420,40S ribosomal protein S30,RPS30A At2g19750 F6F22.22; RPS30B At4g29390 F17A13.210; RPS30C At5g56670 MIK19.12
Bo1g016550,,
Bo1g016610,Pyridoxal phosphate homeostasis protein (PLP homeostasis protein),YBL036C YBL0413
Bo1g016760,Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase),CYN At3g23490 MEE5.3
Bo1g016810,,
Bo1g016870,Aspartate--tRNA ligase 1 cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS),At4g26870 F10M23.210
Bo1g017060,Methyltransferase-like protein 5 (EC 2.1.1.-),Mettl5
Bo1g017120,GDSL esterase/lipase At4g28780 (EC 3.1.1.-) (Extracellular lipase At4g28780),At4g28780 F16A16.110
Bo1g017420,Receptor-like protein kinase 5 (EC 2.7.10.1) (EC 2.7.11.1) (Protein HAESA),RLK5 HAE At4g28490 F21O9.180
Bo1g017730,FCS-Like Zinc finger 2,FLZ2 DUF581-12 At4g17670 dl4870c FCAALL.414
Bo1g019640,,
Bo1g021430,Long-chain-alcohol oxidase FAO4A (EC 1.1.3.20) (Long-chain fatty alcohol oxidase 4A),FAO4A At4g19380 T5K18.160
Bo1g021700,Heat stress transcription factor A-4a (AtHsfA4a) (AtHsf-15) (Heat shock factor protein 21) (HSF 21) (Heat shock transcription factor 21) (HSTF 21),HSFA4A HSF15 HSF21 At4g18880 F13C5.50
Bo1g021970,Bifunctional aspartokinase/homoserine dehydrogenase 2 chloroplastic (AK-HD 2) (AK-HSDH 2) (Beta-aspartyl phosphate homoserine 2) [Includes: Aspartokinase (EC 2.7.2.4); Homoserine dehydrogenase (EC 1.1.1.3)],AKHSDH2 AK-HSDH II At4g19710 T16H5.70
Bo1g022250,Putative cytochrome P450 71A28 (EC 1.14.-.-),CYP71A28 At4g20235 F1C12.160
Bo1g022260,Cytochrome P450 71A27 (EC 1.14.-.-),CYP71A27 At4g20240 F1C12.160
Bo1g022290,Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3 (EC 2.7.11.1) (Protein BARELY ANY MERISTEM 3),BAM3 At4g20270 F1C12.190
Bo1g022380,Vacuolar protein sorting-associated protein 2 homolog 2 (AtVPS2-2) (Charged multivesicular body protein 2 homolog 2) (ESCRT-III complex subunit VPS2 homolog 2),VPS2.2 CHMP2-2 At5g44560 MFC16.25
Bo1g023780,,
Bo1g024350,,
Bo1g024440,,
Bo1g025470,,
Bo1g025550,Tobamovirus multiplication protein 1 (AtTOM1),TOM1 PD114 At4g21790 F17L22.250
Bo1g025880,L-ascorbate oxidase homolog (EC 1.10.3.-),Bp10
Bo1g028320,,
Bo1g028330,Cyclin-D3-2 (G1/S-specific cyclin-D3-2) (CycD3;2),CYCD3-2 At5g67260 K3G17.2
Bo1g028480,Rhamnogalacturonan I rhamnosyltransferase 1 (EC 2.4.1.351) (O-fucosyltransferase 3) (O-FucT-3) (O-fucosyltransferase family protein),RRT4 OFUT3 At1g14020 F16A14.24 F7A19.11
Bo1g028540,39-dihydroxypterocarpan 6A-monooxygenase (EC 1.14.14.93) (Cytochrome P450 93A1) (Dihydroxypterocarpan 6a-hydroxylase) (D6aH),CYP93A1 Glyma03g29950
Bo1g030660,,
Bo1g031790,Leucoanthocyanidin dioxygenase (LDOX) (Leucocyanidin oxygenase) (EC 1.14.20.4) (Anthocyanidin synthase) (ANS) (Leucoanthocyanidin hydroxylase) (Protein TANNIN DEFICIENT SEED 4) (TDS4) (Protein TRANSPARENT TESTA 11) (TT11) (Protein TRANSPARENT TESTA 17) (TT17) (Protein TRANSPARENT TESTA 18) (TT18),LDOX At4g22880 F7H19.60
Bo1g031850,Cysteine-rich receptor-like protein kinase 11 (Cysteine-rich RLK11) (EC 2.7.11.-) (Receptor-like protein kinase 3),CRK11 RLK3 At4g23190 F21P8.80
Bo1g032000,Coatomer subunit alpha-1 (Alpha-coat protein 1) (Alpha-COP 1),At1g62020 F8K4.21
Bo1g033110,Pathogenesis-related protein R major form (Thaumatin-like protein E22),
Bo1g033250,,
Bo1g034370,Cysteine-rich receptor-like protein kinase 24 (Cysteine-rich RLK24) (EC 2.7.11.-),CRK24 At4g23320 F16G20.20 F21P8.210
Bo1g034390,Cysteine-rich receptor-like protein kinase 24 (Cysteine-rich RLK24) (EC 2.7.11.-),CRK24 At4g23320 F16G20.20 F21P8.210
Bo1g034460,,
Bo1g034720,F-box protein At5g25290,At5g25290 F18G18.30
Bo1g035730,F-box protein At5g25290,At5g25290 F18G18.30
Bo1g035740,,
Bo1g037040,MLP-like protein 328,MLP328 At2g01520 F2I9.14
Bo1g037090,Dirigent protein 6 (AtDIR6),DIR6 At4g23690 F9D16.160
Bo1g037430,Protein NLP7 (AtNLP7) (NIN-like protein 7) (Nodule inception protein-like protein 7),NLP7 At4g24020 T19F6.16
Bo1g037720,SNF1-related protein kinase regulatory subunit beta-2 (AKIN subunit beta-2) (AKINB2) (AKINbeta2),KINB2 At4g16360 dl4210w FCAALL.163
Bo1g037800,Protein TIC110 chloroplastic (Translocon at the inner envelope membrane of chloroplasts 110) (AtTIC110),TIC110 At1g06950 F10K1.33 F4H5.1
Bo1g037810,Endoglucanase 21 (EC 3.2.1.4) (Endo-14-beta glucanase 21),KOR3 At4g24260 T22A6.90
Bo1g039090,Polyadenylate-binding protein-interacting protein 6 (PABP-interacting protein 6) (Poly(A)-binding protein-interacting protein 6) (PAM2-containing protein CID6) (Protein CTC-INTERACTING DOMAIN 6),CID6 IPH1 At5g25540 T14C9.80
Bo1g039130,Mitochondrial uncoupling protein 4 (AtPUMP4) (Mitochondrial dicarboxylate carrier 2),PUMP4 DIC2 UCP4 At4g24570 F22K18.230
Bo1g039210,Zinc-finger homeodomain protein 2 (AtZHD2) (Homeobox protein 22) (AtHB-22) (Protein MATERNAL EFFECT EMBRYO ARREST 68),ZHD1 HB22 MEE68 At4g24660 F22K18.140
Bo1g039260,High-affinity nitrate transporter 3.2,NRT3.2 At4g24715 F22K18.80
Bo1g039310,Probable pectate lyase 18 (EC 4.2.2.2) (Pectate lyase A10),At4g24780 F22K18.20
Bo1g039900,BRCA1-associated RING domain protein 1 (AtBARD1) (Protein REPRESSOR OF WUSCHEL 1),BARD1 ROW1 At1g04020 F21M11.4
Bo1g039960,,
Bo1g040050,,
Bo1g040230,Serine/arginine-rich splicing factor RS40 (At-RSp40) (AtRS40),RS40 RSP35 RSP40 At4g25500 M7J2.130
Bo1g040340,Uncharacterized protein At1g76660,At1g76660 F28O16.3
Bo1g041750,,
Bo1g043080,ATP-dependent 6-phosphofructokinase 3 (ATP-PFK 3) (Phosphofructokinase 3) (EC 2.7.1.11) (Phosphohexokinase 3),PFK3 At4g26270 T25K17.80
Bo1g045300,Uncharacterized protein At4g26485,At4g26485 M3E9.90
Bo1g045330,Uridine kinase-like protein 4 [Includes: Uridine kinase (UK) (EC 2.7.1.48); Putative uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)],UKL4 UPT1 At4g26510 M3E9.60
Bo1g046400,F-box protein At1g30790,At1g30790 T17H7.6
Bo1g046560,Glutamate--tRNA ligase cytoplasmic (EC 6.1.1.17) (GluRSAt) (Glutamyl-tRNA synthetase) (GluRS),At5g26710 F21E10.12
Bo1g047860,Fatty acid desaturase 4 chloroplastic (EC 1.14.19.43) (Fatty acid desaturase A),FAD4 FADA At4g27030 F10M23.370
Bo1g047970,Napin (1.7S seed storage protein) [Cleaved into: Napin small chain; Napin large chain],NAP1
Bo1g048320,,
Bo1g049440,,
Bo1g049450,Early nodulin-like protein 2 (Phytocyanin-like protein),At4g27520 T29A15.10
Bo1g050680,Cold shock domain-containing protein 3 (AtCSP3),CSP3 At2g17870 T13L16.11
Bo1g050910,,
Bo1g050960,,
Bo1g051030,Mitochondrial carrier protein MTM1 (Manganese tracking factor for mitochondrial SOD2),MTM1 At4g27940 T13J8.50
Bo1g051040,Transcription factor TRY (Protein TRIPTYCHON),TRY At5g53200 MFH8.14
Bo1g051280,,
Bo1g051290,,
Bo1g051400,,
Bo1g051420,Asparagine synthetase [glutamine-hydrolyzing] 3 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 3),ASN3 At5g10240 F18D22.10 T31P16.230
Bo1g051730,VAN3-binding protein (Protein FORKED 1),VAB FKD1 At3g63300 F16M2_150
Bo1g051790,Asparagine--tRNA ligase chloroplastic/mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (AtNS1) (Protein OVULE ABORTION 8),SYNO NS1 OVA8 At4g17300 dl4685w
Bo1g051830,L-lactate dehydrogenase B (LDH-B) (EC 1.1.1.27) (Fragment),
Bo1g051840,Retrovirus-related Pol polyprotein from transposon RE2 (Retro element 2) (AtRE2) [Includes: Protease RE2 (EC 3.4.23.-); Reverse transcriptase RE2 (EC 2.7.7.49); Endonuclease RE2],RE2 At4g02960 T4I9.16
Bo1g052890,,
Bo1g052920,Glucan endo-13-beta-glucosidase 6 (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase 6) ((1->3)-beta-glucanase 6) (Beta-13-endoglucanase 6) (Beta-13-glucanase 6),At5g58090 K21L19.12 K21L19_70
Bo1g053110,RGG repeats nuclear RNA binding protein A (AtRGGA),RGGA At4g16830 dl4440w FCAALL.13
Bo1g053240,,
Bo1g053390,Mitochondrial inner membrane protein OXA1-like,OXA1L At2g46470 F11C10.16
Bo1g053420,Pheophorbidase (RsPPD) (EC 3.1.1.82),PPD
Bo1g053450,Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH8 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP2),At4g16680 dl4365c FCAALL.3
Bo1g054820,,
Bo1g054830,,
Bo1g054970,PHD finger protein ALFIN-LIKE 4 (Protein AL4),AL4 At5g26210 F9D12.13 T19G15_60
Bo1g055000,Probable cysteine protease RD19C (EC 3.4.22.-) (RD19-like protein 2),RD19C RDL2 At4g16190 dl4135w
Bo1g055010,,
Bo1g055030,Cellulose synthase A catalytic subunit 6 [UDP-forming] (AtCesA6) (EC 2.4.1.12) (AraxCelA) (Isoxaben-resistant protein 2) (Protein PROCUSTE 1) (Protein QUILL),CESA6 IXR2 PRC1 QUI At5g64740 MVP7.7
Bo1g055040,Outer envelope pore protein 16-2 chloroplastic (Chloroplastic outer envelope pore protein of 16 kDa 2) (AtOEP16-2) (OEP16-2) (Outer plastid envelope protein 16-S) (AtOEP16-S) (Seeds outer plastid envelope protein 16),OEP162 At4g16160 dl4120w FCAALL.207
Bo1g055080,,
Bo1g055190,Histidine kinase 3 (EC 2.7.13.3) (Arabidopsis histidine kinase 3) (AtHK3) (Protein AUTHENTIC HIS-KINASE 3) (Protein ORESARA 12),AHK3 ORE12 At1g27320 F17L21.11
Bo1g055210,Shikimate O-hydroxycinnamoyltransferase (EC 2.3.1.133) (Hydroxycinnamoyl transferase) (Hydroxycinnamoyl-Coenzyme A shikimate/quinate hydroxycinnamoyltransferase),HST HCT At5g48930 K19E20.4
Bo1g055290,,
Bo1g055440,Putative cytochrome P450 71A28 (EC 1.14.-.-),CYP71A28 At4g20235 F1C12.160
Bo1g057030,UDP-glycosyltransferase 71B5 (EC 2.4.1.-),UGT71B5 At4g15280 dl3685w FCAALL.255
Bo1g057190,,
Bo1g057310,,
Bo1g057560,Probably inactive leucine-rich repeat receptor-like protein kinase At3g28040,At3g28040 MMG15.21
Bo1g057570,,
Bo1g057650,,
Bo1g058760,Receptor-like protein 47 (AtRLP47),RLP47 At4g13810 F18A5.200
Bo1g059170,Protein STRICTOSIDINE SYNTHASE-LIKE 5 (AtSSL5) (Protein YELLOW-LEAF-SPECIFIC GENE 2),SSL5 YLS2 At3g51430 F26O13.70
Bo1g059350,,
Bo1g059390,,
Bo1g060560,Thioredoxin domain-containing protein PLP3B (Phosducin-like protein 3B),PLP3B At5g66410 K1F13.6
Bo1g061640,,
Bo1g065030,Calcium sensing receptor chloroplastic (Sulfurtransferase 3) (AtStr3),CAS STR3 At5g23060 MYJ24.5
Bo1g065190,,
Bo1g067400,Ras-related protein RABE1c (AtRABE1c) (Ras-related protein Ara-3) (Ras-related protein Rab8A) (AtRab8A),RABE1C ARA-3 RAB8A At3g46060 F12M12.30
Bo1g071000,Ras-related protein RABA2d (AtRABA2d),RABA2D At5g59150 MNC17.6
Bo1g071010,,
Bo1g071090,Tubulin beta-2 chain,TUBB2 TUB2 At5g62690 MRG21.11
Bo1g071110,,
Bo1g072170,,
Bo1g072280,,
Bo1g072400,ABC transporter A family member 5 (ABC transporter ABCA.5) (AtABCA5) (Putative ABC2 homolog 4),ABCA5 ATH4 At3g47760 T23J7.90
Bo1g076780,,
Bo1g076840,Protein disulfide isomerase-like 1-5 (AtPDIL1-5) (EC 5.3.4.1) (Protein disulfide isomerase 3) (AtPDI3) (Protein disulfide isomerase-like 3-1) (AtPDIL3-1),PDIL1-5 PDI3 PDIL3-1 At1g52260 F19K6.17
Bo1g077050,,
Bo1g078260,,
Bo1g078350,Bidirectional sugar transporter SWEET11 (AtSWEET11) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 11),SWEET11 At3g48740 T21J18.1 T8P19.250
Bo1g078530,,
Bo1g078780,Probable pectinesterase/pectinesterase inhibitor 34 [Includes: Pectinesterase inhibitor 34 (Pectin methylesterase inhibitor 34); Pectinesterase 34 (PE 34) (EC 3.1.1.11) (Pectin methylesterase 34) (AtPME34)],PME34 ARATH34 At3g49220 F2K15.80
Bo1g079010,Serine/arginine-rich splicing factor SR34A (At-SR34A) (At-SRp34A) (AtSR34A) (SER/ARG-rich protein 34A),SR34A SRP34A At3g49430 T1G12.13 T9C5.30
Bo1g079040,,
Bo1g080180,Receptor-like protein 44 (AtRLP44),RLP44 At3g49750 T16K5.100
Bo1g081400,,
Bo1g082400,YTH domain-containing protein ECT3 (Protein EVOLUTIONARILY CONSERVED C-TERMINAL REGION 3),ECT3 At5g61020 MAF19.3
Bo1g082430,,
Bo1g083550,Acyl-CoA-binding domain-containing protein 5 (Acyl-CoA binding protein 5),ACBP5 At5g27630 F15A18.90
Bo1g084570,Cysteine protease XCP2 (EC 3.4.22.-) (Xylem cysteine peptidase 2) (AtXCP2),XCP2 At1g20850 F2D10.37 F9H16.17
Bo1g084830,Phosphoglycerate mutase-like protein 4,At3g50520 T20E23.120
Bo1g084860,,
Bo1g086060,Activating signal cointegrator 1 (ASC-1) (Thyroid receptor-interacting protein 4) (TR-interacting protein 4) (TRIP-4),Trip4
Bo1g086150,,
Bo1g086270,,
Bo1g087420,Putative AC transposase (ORFA),
Bo1g087600,,
Bo1g087830,,
Bo1g087870,Mechanosensitive ion channel protein 3 chloroplastic (Mechanosensitive channel of small conductance-like 3) (MscS-Like protein 3),MSL3 At1g58200 F16M22.2 T18I24.11
Bo1g088000,Serine/threonine-protein kinase MHK (EC 2.7.11.22),MHK At4g13020 F25G13.110
Bo1g090150,Two-pore potassium channel 1 (AtTPK1) (Calcium-activated outward-rectifying potassium channel 1) (AtKCO1),TPK1 KCO1 At5g55630 MDF20.7
Bo1g090160,RNA-binding protein 1 (AtRBP1),RBP1 XF41 At1g58470 F9K23.11
Bo1g090200,Kinesin-like protein KIN-7N,KIN7N ZCF125 At1g59540 T30E16.9 T4M14.11
Bo1g090210,Mitogen-activated protein kinase 2 (AtMPK2) (MAP kinase 2) (EC 2.7.11.24),MPK2 At1g59580 T30E16.13
Bo1g090300,,
Bo1g090330,Protein NRT1/ PTR FAMILY 4.3 (AtNPF4.3) (Nitrate transporter 1.14),NPF4.3 NRT1.14 At1g59740 F23H11.6
Bo1g090360,Probable disease resistance protein At1g59620 (CW9),At1g59620 T30E16.18
Bo1g090380,,
Bo1g091540,Probable protein S-acyltransferase 22 (EC 2.3.1.225) (Probable palmitoyltransferase At1g69420) (Zinc finger DHHC domain-containing protein At1g69420),PAT22 At1g69420 F10D13.9 F23O10.1
Bo1g091690,Serpin-Z1 (ArathZ1),At1g64030 F22C12.22
Bo1g093140,,
Bo1g094460,Ferredoxin-2 chloroplastic (AtFd2),FD2 PETF PETF1 At1g60950 T7P1.9
Bo1g094470,Probable ATP synthase 24 kDa subunit mitochondrial,At2g21870 F7D8.19
Bo1g094570,Cyclin-A2-4 (G2/mitotic-specific cyclin-A2-4) (CycA2;4),CYCA2-4 At1g80370 F5I6.12
Bo1g095760,Protein GID8 homolog,GID8 At1g61150 F11P17.12
Bo1g098030,Elongation factor 1-beta 2 (EF-1-beta 2) (Elongation factor 1-beta' 2) (EF-1-beta' 2) (Elongation factor 1B-alpha 2) (eEF-1B alpha 2),At5g19510 T20D1.30
Bo1g098220,60S ribosomal protein L3-2,ARP2 RPL3B At1g61580 T25B24.7
Bo1g098230,,
Bo1g098300,Putative G-type lectin S-receptor-like serine/threonine-protein kinase At1g61610 (EC 2.7.11.1),At1g61610 T25B24.4
Bo1g098310,,
Bo1g098320,Replication protein A 70 kDa DNA-binding subunit B (AtRPA70B) (AtRPA1-5) (Replication factor A protein 1B) (Replication protein A 1B) (AtRPA1B),RPA1B RPA70B At5g08020 F13G24.220
Bo1g098350,,
Bo1g098440,,
Bo1g098760,,
Bo1g099940,,
Bo1g100070,,
Bo1g101110,Transcription factor FAMA (Basic helix-loop-helix protein 97) (AtbHLH97) (bHLH 97) (Transcription factor EN 14) (bHLH transcription factor bHLH097),FAMA BHLH97 EN14 FMA At3g24140 MUJ8.4
Bo1g101270,40S ribosomal protein S19 mitochondrial,RPS19 At5g47320 MQL5.18
Bo1g101380,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo1g101420,QWRF motif-containing protein 2,QWRF2 At1g49890 F10F5.10 T18C15.4
Bo1g101790,Protein DETOXIFICATION 19 (AtDTX19) (Multidrug and toxic compound extrusion protein 19) (MATE protein 19) (Protein ABERRANT LATERAL ROOT FORMATION 5),DTX19 ALF5 At3g23560 MDB19.4
Bo1g102040,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 4 (Protein ORGAN BOUNDARY 4),LSH4 OBO4 At3g23290 MLM24
Bo1g102110,Putative E3 ubiquitin-protein ligase XBAT35 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT35) (Protein XB3 homolog 5) (RING-type E3 ubiquitin transferase XBAT35),XBAT35 At3g23280 K14B15.19
Bo1g102180,Polyadenylate-binding protein 2 (PABP-2) (Poly(A)-binding protein 2),PAB2 At4g34110 F28A23.130
Bo1g102250,Nuclear pore complex protein NUP155 (Nucleoporin 155),NUP155 At1g14850 F10B6.25
Bo1g103500,Auxin-responsive protein IAA2 (Indoleacetic acid-induced protein 2),IAA2 At3g23030 MXC7.6
Bo1g103530,,
Bo1g103700,Protein MODIFIER OF SNC1 11,MOS11 At5g02770 F9G14.80
Bo1g103750,Early light-induced protein 1 chloroplastic,ELIP1 ELIP At3g22840 MWI23.21
Bo1g105130,,
Bo1g105150,,
Bo1g105370,,
Bo1g105540,B-box domain protein 31 (AtBBX31) (Microprotein 1B),MIP1B BBX31 At3g21890
Bo1g105600,UDP-glycosyltransferase 71B7 (EC 2.4.1.-),UGT71B7 At3g21790 MSD21.10 MSD21.15
Bo1g105610,UDP-glycosyltransferase 71B7 (EC 2.4.1.-),UGT71B7 At3g21790 MSD21.10 MSD21.15
Bo1g105620,Peroxidase 30 (Atperox P30) (EC 1.11.1.7) (ATP7a) (PRXR9),PER30 P30 At3g21770 MSD21.10 MSD21.8
Bo1g105680,,
Bo1g105720,Protein DETOXIFICATION 40 (AtDTX40) (Multidrug and toxic compound extrusion protein 40) (MATE protein 40),DTX40 At3g21690 MIL23.25
Bo1g105810,,
Bo1g105850,UDP-glycosyltransferase 84A2 (Protein BRIGHT TRICHOMES 1) (Sinapate 1-glucosyltransferase 1) (AtSGT1) (EC 2.4.1.120),UGT84A2 BRT1 SGT SGT1 At3g21560 MIL23.13
Bo1g105930,,
Bo1g105950,,
Bo1g107010,,
Bo1g108330,Photosystem II 5 kDa protein chloroplastic (PSII-T) (Nuclear encoded psbT) (PsbTn),PSBT At3g21055 MSA6.9
Bo1g108370,,
Bo1g108470,,
Bo1g108620,DNA damage-repair/toleration protein DRT100,DRT100 At3g12610 MMF12.5 T2E22.8 T2E22_107
Bo1g108870,Nardilysin-like (EC 3.4.24.61) (N-arginine dibasic convertase-like) (NRD convertase-like) (NRD-C),At1g06900 F4H5.4
Bo1g108910,Reactive Intermediate Deaminase A chloroplastic (EC 3.5.99.10) (2-iminobutanoate/2-iminopropanoate deaminase),RIDA At3g20390 MQC12.15
Bo1g108960,Aspartate carbamoyltransferase chloroplastic (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),PYRB At3g20330 MQC12.7
Bo1g108970,Ethylene-responsive transcription factor 7 (AtERF7) (Ethylene-responsive element-binding factor 7) (EREBP-7),ERF7 ERF-7 ERF083 At3g20310 MQC12.5
Bo1g113530,Zinc finger protein AZF2 (Zinc-finger protein 2),AZF2 ZF2 At3g19580 MMB12.27 MMB12.4
Bo1g114910,Polyadenylate-binding protein RBP47B (Poly(A)-binding protein RBP47B) (RNA-binding protein 47B) (AtRBP47B),RBP47B At3g19130 MVI11.3
Bo1g115930,,
Bo1g115970,,
Bo1g116280,,
Bo1g117700,F-box protein At2g35280,At2g35280 T4C15.5
Bo1g118970,Beta-glucosidase 43 (AtBGLU43) (EC 3.2.1.21),BGLU43 At3g18070 MRC8.6
Bo1g119050,,
Bo1g119140,Glutamine synthetase cytosolic isozyme 1-3 (GS1) (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;3) (GLN1;3),GLN1-3 At3g17820 MEB5.4
Bo1g119420,AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin) (At-d-Ad) (At-delta-Ad) (Protein-affected trafficking 4),DELTA-ADR PAT4 At1g48760 F11I4.7
Bo1g119430,Transcription factor HY5-like (HY5 homolog) (bZIP transcription factor 64) (AtbZIP64),HYH BZIP64 At3g17609 MKP6.27
Bo1g121540,,
Bo1g122750,,
Bo1g122780,,
Bo1g122970,GATA transcription factor 17,GATA17 At3g16870 MUH15.3
Bo1g123270,RING-H2 finger protein ATL2 (EC 2.3.2.27) (Protein ARABIDOPSIS TOXICOS EN LEVADURA 2) (Protein ATL2) (RING-type E3 ubiquitin transferase ATL2),ATL2 At3g16720 MGL6.19
Bo1g123340,,
Bo1g123400,,
Bo1g123410,,
Bo1g123490,PYK10-binding protein 1 (Jacalin-related lectin 30) (Jasmonic acid-induced protein),PBP1 JAL30 JIP PBPI At3g16420 MDC8.5 T02O04.8
Bo1g123520,Nitrile-specifier protein 2 (AtNSP2) (Jacalin-related lectin 21),NSP2 JAL21 At2g33070 F25I18.19
Bo1g123690,Probable isoaspartyl peptidase/L-asparaginase 2 (EC 3.4.19.5) (L-asparagine amidohydrolase 2) [Cleaved into: Isoaspartyl peptidase/L-asparaginase 2 subunit alpha; Isoaspartyl peptidase/L-asparaginase 2 subunit beta],At3g16150 MSL1.19
Bo1g123730,Ribulose bisphosphate carboxylase/oxygenase activase chloroplastic (RA) (RuBisCO activase),RCA At2g39730 T5I7.3
Bo1g124810,G-type lectin S-receptor-like serine/threonine-protein kinase CES101 (EC 2.7.11.1) (Protein CALLUS EXPRESSION OF RBCS 101),CES101 At3g16030 MSL1.2
Bo1g127340,,
Bo1g128480,,
Bo1g128600,,
Bo1g129680,,
Bo1g130000,Bidirectional sugar transporter SWEET2 (AtSWEET2) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 2),SWEET2 At3g14770 T21E2.2
Bo1g131240,,
Bo1g134420,Pectinesterase/pectinesterase inhibitor 3 [Includes: Pectinesterase inhibitor 3 (Pectin methylesterase inhibitor 3); Pectinesterase 3 (PE 3) (EC 3.1.1.11) (Pectin methylesterase 27) (AtPME27) (Pectin methylesterase 3)],PME3 ARATH27 At3g14310 MLN21.10
Bo1g134510,Ethylene-responsive transcription factor RAP2-2 (AtRAP2.2) (Protein RELATED TO APETALA2 2),RAP2-2 ERF075 At3g14230 MLN21.1
Bo1g134540,Phosphoinositide phosphatase SAC2 (AtSAC2) (EC 3.1.3.-) (Phosphatidylinositol 35-bisphosphate 5-phosphatase SAC2) (Protein SUPPRESSOR OF ACTIN 2) (SAC domain protein 2),SAC2 At3g14205 MAG2.20
Bo1g135040,,
Bo1g136070,Dirigent protein 3 (AtDIR3),DIR3 At5g49040 K19E20.19
Bo1g138230,3-hydroxyisobutyryl-CoA hydrolase-like protein 3 mitochondrial (EC 3.1.2.-),At4g13360 T9E8.100
Bo1g138600,30S ribosomal protein S10 chloroplastic,RPS10 At3g13120 MJG19.7
Bo1g138700,,
Bo1g138890,Ycf49-like protein,sll0608
Bo1g139100,DNA damage-repair/toleration protein DRT100,DRT100 At3g12610 MMF12.5 T2E22.8 T2E22_107
Bo1g139180,50S ribosomal protein L31 chloroplastic (CL31) (Protein EMBRYO DEFECTIVE 2184),RPL31 EMB2184 At1g75350 F1B16.11
Bo1g139530,Chaperone protein dnaJ 6 (AtDjC6) (AtJ6),ATJ6 C6 J6 At5g06910 MOJ9.8
Bo1g139650,Calcium load-activated calcium channel homolog (CLAC channel),F22B5.10
Bo1g141150,GDSL esterase/lipase CPRD49 (EC 3.1.1.-) (Extracellular lipase CPRD49),CPRD49 At3g11210 F11B9.13 F9F8.1
