Gene,Description,BLAST_hit
Bo7g043730,Elongation factor 1-delta 2 (EF-1-delta 2) (Elongation factor 1B-beta 2) (eEF-1B beta 2),At2g18110 F8D23.11 T27K22.2
Bo7g043740,Elongation factor 1-delta 1 (EF-1-delta 1) (Elongation factor 1B-beta 1) (eEF-1B beta 1),At1g30230 F12P21.12
Bo7g044980,DNA-binding protein DDB_G0278111,DDB_G0278111
Bo7g045100,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo7g045110,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo7g050230,Urease accessory protein G (AtUREG),UREG At2g34470
Bo7g050540,GTP-binding nuclear protein Ran-1 (Ras-related nuclear protein 1),RAN1 At5g20010 F28I16.160
Bo7g052950,Protein BONZAI 2,BON2 At5g07300 T2I1.10
Bo7g054580,Hydroxyproline O-galactosyltransferase GALT4 (EC 2.4.1.-) (Beta-13-galactosyltransferase 17),GALT4 B3GALT17 At1g27120 T7N9.18
Bo7g058150,UDP-glycosyltransferase 85A1 (EC 2.4.1.-) (Cytokinin-O-glucosyltransferase 2) (Zeatin O-glucosyltransferase 2) (AtZOG2),UGT85A1 ZOG2 At1g22400 F12K8.26
Bo7g058320,Endoplasmic reticulum-Golgi intermediate compartment protein 3,ergic3
Bo7g061650,Plastocyanin major isoform chloroplastic (DNA-damage-repair/toleration protein DRT112),DRT112 At1g20340 F14O10.6 F14O10_4 K3F10TP
Bo7g061670,V-type proton ATPase subunit B3 (V-ATPase subunit B3) (Vacuolar H(+)-ATPase subunit B isoform 3) (Vacuolar proton pump subunit B3),VHA-B3 At1g20260 F14O10.13
Bo7g063770,Serine carboxypeptidase-like 11 (EC 3.4.16.-),SCPL11 At2g22970 F21P24.3 T20K9.19
Bo7g065730,ATP sulfurylase 4 chloroplastic (EC 2.7.7.4),APS4 At5g43780 MQD19.13
Bo7g066960,Acid phosphatase 1 (EC 3.1.3.2) (Apase-1(1)),APS1 APS-1(1)
Bo7g074030,Triose phosphate/phosphate translocator chloroplastic (cTPT),TPT
Bo7g078550,DELLA protein RGA1 (BrRGA1) (RGA-like protein 1),RGA1
Bo7g080530,Protein TWIN LOV 1,TLP1 FBX4 PLP At2g02710 T20F6.15
Bo7g081400,Probable carboxylesterase 7 (AtCXE7) (EC 3.1.1.1),CXE7 At2g03550 T4M8.1
Bo7g082200,18-cineole synthase 1 chloroplastic (AtTPS-CIN1) (EC 4.2.3.108) (Limonene cyclase) (Terpenoid synthase 27) (AtTPS27),TPS27 TPS-CIN1 At3g25820 K13N2.19
Bo7g082380,E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2),HERC2
Bo7g082510,Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 (EC 1.6.5.2),At4g27270
Bo7g082680,BTB/POZ domain-containing protein At3g26490,At3g26490 F20C19.23
Bo7g083860,Alpha-mannosidase At3g26720 (EC 3.2.1.24),At3g26720 MLJ15.11
Bo7g086990,Transcription factor PRE5 (Basic helix-loop-helix protein 164) (AtbHLH164) (bHLH 164) (Protein PACLOBUTRAZOL RESISTANCE 5) (bHLH transcription factor bHLH164),PRE5 BHLH164 At3g28857 MLD15.1
Bo7g087100,Zinc-finger homeodomain protein 9 (AtZHD9) (Homeobox protein 34) (AtHB-34),ZHD9 HB34 At3g28920 MYI13.1
Bo7g087450,Alpha-glucan phosphorylase 1 (AtPHS1) (EC 2.4.1.1) (Alpha-glucan phosphorylase L isozyme) (Starch phosphorylase L),PHS1 At3g29320 MUO10.17
Bo7g089480,Pentatricopeptide repeat-containing protein At5g48730 chloroplastic,At5g48730 K24G6.6
Bo7g089600,Disease resistance protein RPP8 (Resistance to Peronospora parasitica protein 8),RPP8 HRT At5g43470 MWF20.19
Bo7g089610,Probable disease resistance RPP8-like protein 2,RPP8L2 At1g53350 F12M16.35
Bo7g090950,Trichome differentiation protein GL1 (Protein GLABROUS 1),GL1
Bo7g095260,Transmembrane protein 184A,TMEM184A
Bo7g095360,Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (AtUBP13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13),UBP13 At3g11910 F26K24.20 MEC18.1
Bo7g095790,BURP domain protein RD22 (Dehydration-responsive protein RD22),RD22 At5g25610 T14C9.150
Bo7g095870,PHD finger protein 3,PHF3 KIAA0244
Bo7g096010,F-box/LRR-repeat protein At1g06630,At1g06630 F12K11.23 F12K11.6
Bo7g097100,Structural maintenance of chromosomes flexible hinge domain-containing protein GMI1 (SMC hinge domain-containing protein GMI1) (Protein GAMMA-IRRADIATION AND MITOMYCIN C INDUCED 1),GMI1 At5g24280 MOP9.10
Bo7g097140,Squalene epoxidase 4 (AtSQE4) (EC 1.14.14.17) (Squalene monooxygenase 2) (SE 2),SQE4 SQP2 At5g24140 MLE8.6
Bo7g097160,RNA polymerase sigma factor sigE chloroplastic/mitochondrial (Sigma factor E) (Sigma-E) (RNA polymerase sigma factor sig5) (Atsig5) (Sigma factor 5),SIGE SIG5 At5g24120 MLE8.4
Bo7g097190,YlmG homolog protein 1-2 chloroplastic (AtYLMG1-2) (YGGT family protein YLMG1-2),YLMG1-2 YGGT-B At4g27990 T13J8.100
Bo7g097330,Alpha-humulene/(-)-(E)-beta-caryophyllene synthase (EC 4.2.3.-) (Terpenoid synthase 21) (AtTPS21),TPS21 PUP8 At5g23960 MZF18.16
Bo7g098470,Transcription factor PIF7 (Basic helix-loop-helix protein 72) (AtbHLH72) (bHLH 72) (Phytochrome-interacting factor 7) (Transcription factor EN 109) (bHLH transcription factor bHLH072),BHLH72 EN109 PIF7 At5g61270 MFB13.4
Bo7g098820,Putative kinase-like protein TMKL1,TMKL1 At3g24660 MSD24.3
Bo7g100840,Naringenin2-oxoglutarate 3-dioxygenase (Naringenin 3-dioxygenase) (EC 1.14.11.9) (F3H) (Flavanone 3-hydroxylase) (Protein TRANSPARENT TESTA 6),F3H TT6 At3g51240 F24M12.280
Bo7g103690,Cytochrome P450 708A2 (EC 1.14.-.-) (Thalianol hydroxylase) (AtTHAH),CYP708A2 THAH At5g48000 MDN11.7
Bo7g103770,F-box/LRR-repeat protein 4 (AtFBL4),FBL4 At4g15475 dl3775w FCAALL.58
Bo7g103820,Pyruvate phosphate dikinase 1 chloroplastic (EC 2.7.9.1) (Pyruvate orthophosphate dikinase 1),PPDK At4g15530 dl3805c FCAALL.325
Bo7g104500,Autophagy-related protein 8f (Autophagy-related ubiquitin-like modifier ATG8f) (AtAPG8f) (Protein autophagy 8f),ATG8F APG8F At4g16520 dl4285c FCAALL.383
Bo7g104920,Ankyrin repeat-containing protein BDA1 (Protein BIAN DA 1),BAD1 At5g54610 MRB17.11
Bo7g107520,DNA-directed RNA polymerase II subunit 2 (DNA-directed RNA polymerase II 135 kDa polypeptide) (DNA-directed RNA polymerase II subunit RPB2) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2) (EC 2.7.7.6) (Protein EMBRYO DEFECTIVE 1989),NRPB2 EMB1989 RP140 RPB135 RPB2 At4g21710 F17L22.170
Bo7g108260,Probable sodium/metabolite cotransporter BASS6 chloroplastic (Bile acid transporter 4) (Bile acid-sodium symporter family protein 6),BASS6 BAT4 At4g22840 F7H19.20 T12H17.230
Bo7g108270,Probable eukaryotic translation initiation factor 5-2 (eIF-5 2),At1g77840 F28K19.5 T32E8.15
Bo7g109250,Auxin response factor 9,ARF9 At4g23980 T19F6.20 T32A16.150
Bo7g110120,2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-24-dienoic acid hydrolase (HOPDA) (EC 3.7.1.13),carC
Bo7g110420,Low-temperature-induced 65 kDa protein (Desiccation-responsive protein 29B),LTI65 RD29B At5g52300 K24M7.3
Bo7g111770,Heat stress transcription factor C-1 (AtHsfC1) (AtHsf-08),HSFC1 HSF08 At3g24520 MOB24.9
Bo7g111930,Putative cell wall protein,At2g20870 F5H14.16
Bo7g113460,Peroxisomal fatty acid beta-oxidation multifunctional protein AIM1 (Protein ABNORMAL INFLORESCENCE MERISTEM 1) (AtAIM1) [Includes: Enoyl-CoA hydratase/3-2-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],AIM1 At4g29010 F19B15.40
Bo7g114620,Signal recognition particle receptor subunit alpha (SR-alpha) (Signal recognition particle receptor) (Docking protein alpha) (DP-alpha),srpra DDB_G0277377
Bo7g115280,Serine/arginine-rich splicing factor RSZ23 (RS-containing zinc finger protein 23) (Os-RSZ23) (Os-RSZp23),RSZ23 RSZP23 Os02g0610600 LOC_Os02g39720 OJ1476_F05.20
Bo7g115990,Glutaredoxin-C6 (AtGrxC6) (Protein ROXY 21),GRXC6 ROXY21 At4g33040 F26P21.160
Bo7g116180,RING-H2 finger protein ATL54 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL54),ATL54 At1g72220 T9N14.22
Bo7g116780,Protein DETOXIFICATION 17 (AtDTX17) (Multidrug and toxic compound extrusion protein 17) (MATE protein 17),DTX17 At1g73700 F25P22.12
Bo7g116790,3-ketoacyl-CoA synthase 16 (KCS-16) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 16) (VLCFA condensing enzyme 16),KCS16 EL2 At4g34250 F10M10.20
Bo7g117570,Chalcone--flavonone isomerase (Chalcone isomerase) (EC 5.5.1.6),CHI
Bo7g117770,Calcium-dependent protein kinase 18 (EC 2.7.11.1),CPK18 At4g36070 T19K4.200
Bo7g118130,Probable ubiquitin-conjugating enzyme E2 23 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 23) (Ubiquitin carrier protein 23),UBC23 At2g16920 F12A24.10
Bo7g118390,Nicotinate phosphoribosyltransferase 1 (NAPRTase) (EC 6.3.4.21),NAPRT1 At4g36940 AP22.31
Bo7g118510,Cytochrome P450 81D11 (EC 1.14.-.-),CYP81D11 At3g28740 T19N8.3
Bo7g118780,Phosphoenolpyruvate carboxykinase (ATP) (PEP carboxykinase) (PEPCK) (EC 4.1.1.49),PCKA At4g37870 T28I19.150
Bo7g119630,Proline-rich protein 4 (AtPRP4),PRP4 At4g38770 T9A14.50
Bo8g001350,Basic 7S globulin (SBg7S) (Bg) [Cleaved into: Basic 7S globulin high kDa subunit; Basic 7S globulin low kDa subunit],BG G7S
Bo8g002730,Acid phosphatase 1 (EC 3.1.3.2) (Apase-1(1)),APS1 APS-1(1)
Bo8g004320,Wall-associated receptor kinase-like 9 (EC 2.7.11.-),WAKL9 At1g69730 T6C23.7
Bo8g007130,ATP-dependent zinc metalloprotease FTSH 8 chloroplastic (AtFTSH8) (EC 3.4.24.-),FTSH8 At1g06430 F12K11.22 F12K11_24
Bo8g009540,Tropinone reductase homolog At1g07450 (EC 1.1.1.-),At1g07450 F22G5.20
Bo8g009590,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo8g010830,3-ketoacyl-CoA synthase 3 (KCS-3) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 3) (VLCFA condensing enzyme 3),KCS3 At1g07720 F24B9.18
Bo8g011060,Photosystem I subunit O (PSI-O),PSAO At1g08380 T27G7
Bo8g011200,Probable carboxylesterase 4 mitochondrial (AtCXE4) (EC 3.1.1.1),CXE4 At1g49650 F14J22.21
Bo8g011550,B3 domain-containing protein REM19 (Protein RELATED TO VERNALIZATION 1) (Protein REPRODUCTIVE MERISTEM 19),REM19 RTV1 At1g49480 F13F21.8
Bo8g020470,YlmG homolog protein 1-2 chloroplastic (AtYLMG1-2) (YGGT family protein YLMG1-2),YLMG1-2 YGGT-B At4g27990 T13J8.100
Bo8g024250,Serine carboxypeptidase-like 44 (EC 3.4.16.-),SCPL44 At1g43780 F28H19.3 F28H19.5
Bo8g027460,Trihelix transcription factor GTL1 (GT2-LIKE protein 1) (AtGTL1) (Protein GT-2-LIKE1) (Trihelix DNA-binding protein GTL1),GTL1 At1g33240 T16O9.10 T9L6.10
Bo8g030450,Fimbrin-5 (AtFIM5) (Fimbrin-like protein 2) (Fimbrin5),FIM5 FIM2 At5g35700 MXH1.5
Bo8g033620,Phospholipase D delta (AtPLDdelta) (PLD delta) (EC 3.1.4.4),PLDDELTA At4g35790 F4B14.60
Bo8g037900,Lysine-specific demethylase JMJ18 (EC 1.14.11.-) (Jumonji domain-containing protein 18) (Lysine-specific histone demethylase JMJ18) (Protein JUMONJI 18),JMJ18 At1g30810 T17H7.10
Bo8g038140,F-box/LRR-repeat protein At3g58930,At3g58930 T20N10.280
Bo8g039420,Myrosinase MA1 (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase),
Bo8g042060,Transcription elongation factor 1 homolog,At5g46030 MCL19.8
Bo8g045810,Tricyclene synthase chloroplastic (EC 4.2.3.105) ((E)-beta-ocimene synthase) (EC 4.2.3.106) ((EE)-alpha-farnesene synthase) (EC 4.2.3.46) (Terpenoid synthase 3) (AtTPS03),TPS03 At4g16740 dl4395w FCAALL.18
Bo8g050430,Protein NBR1 homolog (AtNBR1) (At4g24690),NBR1 At4g24690 F22K18.110
Bo8g050560,Acyl carrier protein 4 chloroplastic,ACP4 ACL1.4 At4g25050 F13M23.190
Bo8g052710,NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1),AXR1 At1g05180 YUP8H12.21
Bo8g054570,Peroxisomal fatty acid beta-oxidation multifunctional protein AIM1 (Protein ABNORMAL INFLORESCENCE MERISTEM 1) (AtAIM1) [Includes: Enoyl-CoA hydratase/3-2-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],AIM1 At4g29010 F19B15.40
Bo8g056930,Probable low-specificity L-threonine aldolase 1 (EC 4.1.2.48) (Threonine aldolase 1),THA1 At1g08630 F22O13.11
Bo8g058010,UPF0725 protein At3g19520,At3g19520 T31J18.2
Bo8g058340,Importin subunit alpha-1a,Os01g0253300 LOC_Os01g14950
Bo8g058410,Probable disease resistance protein At1g12290,At1g12290 F5O11.3
Bo8g059620,ATP-citrate synthase alpha chain protein 1 (ATP-citrate synthase A-1) (EC 2.3.3.8) (ATP-citrate lyase A-1) (Citrate cleavage enzyme A-1),ACLA-1 At1g10670 F20B24.11
Bo8g059740,Serine/threonine-protein kinase SRK2A (EC 2.7.11.1) (Arabidopsis protein SK1) (OST1-kinase-like 7) (SNF1-related kinase 2.4) (SnRK2.4),SRK2A ASK1 OSKL7 SNRK2.4 At1g10940 T19D16.14
Bo8g059930,Cytochrome f,petA
Bo8g064890,Protein HOTHEAD (Protein ADHESION OF CALYX EDGES),HTH ACE At1g72970 F3N23.17
Bo8g065320,F-box/LRR-repeat protein At1g06630,At1g06630 F12K11.23 F12K11.6
Bo8g065740,Nodulin-related protein 1 (AtNRP1) (RPS2-interacting protein 11),NRP1 RPI-11 At2g03440 T4M8.13
Bo8g066160,Transmembrane 9 superfamily member 2 (Endomembrane protein 8) (Transmembrane nine protein 2) (AtTMN2),TMN2 EMP8 At1g14670 F10B6.2/F10B6.3 T5E21.15
Bo8g066200,Purple acid phosphatase 3 (EC 3.1.3.2),PAP3 At1g14700 F10B6.10
Bo8g066760,Histone acetyltransferase HAC12 (EC 2.3.1.48),HAC12 At1g16710 F17F16.8 F17F16_21
Bo8g066970,Interactor of constitutive active ROPs 1 (ROP-interactive partner 1),ICR1 RIP1 At1g17140 F20D23.32 F20D23_31
Bo8g066980,VQ motif-containing protein 1 (AtVQ1),VQ1 At1g17147 F20D23.16
Bo8g068120,Protein transport protein SEC31 homolog A (SEC31-like protein A),SEC31A At1g18830 F6A14.8
Bo8g068460,GDT1-like protein 3,At5g36290 T30G6.16
Bo8g069950,Ferredoxin--NADP reductase leaf isozyme 2 chloroplastic (EC 1.18.1.2) (Leaf FNR 2) (AtLFNR2) (FNR-2),LFNR2 PETH2 At1g20020 T20H2.20
Bo8g070310,Protein NLP4 (AtNLP4) (NIN-like protein 4) (Nodule inception protein-like protein 4),NLP4 At1g20640 F2D10.12
Bo8g070320,Probable serine/threonine-protein kinase PBL21 (EC 2.7.11.1) (PBS1-like protein 21) (Protein ALTERED SEED GERMINATION 5),PBL21 ASG5 At1g20650 F2D10.13 F5M15.3
Bo8g070730,Wall-associated receptor kinase 1 (EC 2.7.11.-),WAK1 PRO25 At1g21250 F16F4.6
Bo8g070840,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo8g077810,Ferredoxin--NADP reductase leaf isozyme 1 chloroplastic (EC 1.18.1.2) (Leaf FNR 1) (AtLFNR1) (FNR-1),LFNR1 PETH1 At5g66190 K2A18.27
Bo8g079670,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo8g079680,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo8g079940,Serine/threonine-protein kinase SRK2I (EC 2.7.11.1) (OST1-kinase-like 2) (Protein ATHPROKIN B) (SNF1-related kinase 2.3) (SnRK2.3),SRK2I 41K OSKL2 SNRK2.3 At5g66880 MUD21.14
Bo8g080490,Disease resistance RPP13-like protein 4 (Disease resistance protein ZAR1) (Protein HOPZ-ACTIVATED RESISTANCE 1),RPP13L4 ZAR1 At3g50950 F18B3.230
Bo8g082210,TPR repeat-containing thioredoxin TDX (HSP70-interacting protein 2) (AtHIP2) (Tetratricoredoxin) (AtTDX),TDX At3g17880/At3g17870 MEB5.10/MEB5.9
Bo8g082940,protein SLOW GREEN 1 chloroplastic,SG1 At3g18420 MYF24.13
Bo8g087150,Monothiol glutaredoxin-S14 chloroplastic (AtGRXcp) (AtGrxS14) (CAX-interacting protein 1) (CXIP1),GRXS14 CXIP1 GRX5P GRXCP At3g54900 F28P10.120
Bo8g088450,ABC transporter G family member 18 (ABC transporter ABCG.18) (AtABCG18) (Probable white-brown complex homolog protein 18) (AtWBC18),ABCG18 WBC18 At3g55110 T15C9.110
Bo8g089730,Triosephosphate isomerase cytosolic (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1),CTIMC At3g55440 T22E16.100
Bo8g089770,Probable serine/threonine-protein kinase PBL1 (EC 2.7.11.1) (BIK1-like protein kinase) (PBS1-like protein 1),PBL1 BLK At3g55450 T22E16.110
Bo8g090700,WEB family protein At3g56270,At3g56270 F18O21_230
Bo8g091730,Putative calcium-transporting ATPase 11 plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 11),ACA11 At3g57330 F28O9.180
Bo8g092180,Inactive serine/threonine-protein kinase At1g67470,At1g67470 F12B7.2 T1F15.6
Bo8g092200,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo8g092210,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo8g092230,Transcription factor bHLH60 (Basic helix-loop-helix protein 60) (AtbHLH60) (bHLH 60) (Transcription factor EN 91) (bHLH transcription factor bHLH060),BHLH60 EN91 At3g57800 F15B8.10 T10K17.10
Bo8g092420,PLASMODESMATA CALLOSE-BINDING PROTEIN 5 (AtPDCB5) (Glucan endo-13-beta-glucosidase-like protein 1),PDCB5 At3g58100 F9D24.10
Bo8g093010,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo8g093020,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo8g093190,Uncharacterized protein At3g49140,At3g49140 F2K15.2 T2J13.20
Bo8g094330,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),TBC1D15
Bo8g095220,UPF0481 protein At3g47200,At3g47200 F13I12.250
Bo8g095370,L-Ala-D/L-amino acid epimerase (EC 5.1.1.-) (L-Ala-D/L-Xxx epimerase),POPTR_0012s05040g
Bo8g095470,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo8g095480,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo8g099330,Naringenin2-oxoglutarate 3-dioxygenase (Naringenin 3-dioxygenase) (EC 1.14.11.9) (F3H) (Flavanone 3-hydroxylase) (Protein TRANSPARENT TESTA 6),F3H TT6 At3g51240 F24M12.280
Bo8g099490,Carotenoid 910(9'10')-cleavage dioxygenase 1 (EC 1.14.99.n4) (AtCCD1) (Neoxanthin cleavage enzyme NC1) (AtNCED1),CCD1 NC1 NCED1 At3g63520 MAA21_150
Bo8g100900,Putative ion channel POLLUX-like 2,At5g43745 MQD19.8
Bo8g101210,Calmodulin-binding transcription activator 3 (AtCAMTA3) (Ethylene-induced calmodulin-binding protein 1) (EICBP1) (Ethylene-induced calmodulin-binding protein a) (EICBP.a) (Protein SAR-DEFICIENT 3) (Signal-responsive protein 1) (AtSR1),CAMTA3 CMTA3 SARD3 SR1 At2g22300 T26C19.4
Bo8g102450,NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1),AXR1 At1g05180 YUP8H12.21
Bo8g102810,Pathogenesis-related protein 5 (PR-5),At1g75040 F9E10.11
Bo8g104210,Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK),MYB106 NOK At3g01140 T4P13.17
Bo8g104560,12-oxophytodienoate reductase 2 (EC 1.3.1.42) (12-oxophytodienoate-1011-reductase 2) (AtOPR2) (OPDA-reductase 2) (45-didehydrojasmonate reductase) (EC 1.3.1.-),OPR2 At1g76690 F28O16.6
Bo8g106390,Protein PLANT CADMIUM RESISTANCE 2 (AtPCR2),PCR2 At1g14870 F10B6.27
Bo8g106710,Protein indeterminate-domain 6 chloroplastic,IDD6 At1g14580 T5E21.8
Bo8g107300,Probable 6-phosphogluconolactonase 1 (6PGL1) (EC 3.1.1.31),PGL1 At1g13700 F21F23.14
Bo8g107480,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo8g107660,FBD-associated F-box protein At5g27750,At5g27750 T1G16.80
Bo8g107680,Factor of DNA methylation 4,FDM4 At1g13790 F16A14.3
Bo8g107880,Glyceraldehyde-3-phosphate dehydrogenase GAPA2 chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2),GAPA2 At1g12900 F13K23.15
Bo8g108270,Disease resistance protein RFL1 (RPS5-like protein 1) (pNd13/pNd14),RFL1 At1g12210 T28K15.6
Bo8g108760,ATP-dependent Clp protease proteolytic subunit 6 chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP6) (nClpP6) (nClpP1),CLPP6 NCLPP1 NCLPP6 At1g11750 F25C20.10
Bo8g115660,TNF receptor-associated factor homolog 1b (Protein MUTANT SNC1-ENHANCING 13),TRAF1B MUSE13 At1g04300 F19P19.26
Bo8g116050,Coproporphyrinogen-III oxidase 1 chloroplastic (AtCPO-I) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3) (Protein LESION INITIATION 2),CPX1 CPO HEMF HEMF1 LIN2 At1g03475 F21B7.10
Bo8g117590,Type II inositol polyphosphate 5-phosphatase 15 (At5PTase15) (EC 3.1.3.36) (EC 3.1.3.86) (Protein FRAGILE FIBER 3),IP5P15 FRA3 At1g65580 F5I14.11
Bo8g117680,3-ketoacyl-CoA synthase 1 (KCS-1) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 1) (VLCFA condensing enzyme 1),KCS1 EL1 At1g01120 T25K16.11
Bo8g117930,Probable ferric reduction oxidase 1 (AtFRO1) (EC 1.16.1.7) (Ferric-chelate reductase 1),FRO1 At1g01590 F22L4.13
Bo8g118320,Very-long-chain aldehyde decarbonylase CER1 (EC 4.1.99.5) (Protein ECERIFERUM 1),CER1 At1g02205 T7I23.10
Bo9g002230,Calmodulin-binding receptor-like cytoplasmic kinase 2 (EC 2.7.11.1),CRCK2 At4g00330 A_IG005I10.8 F5I10.8
Bo9g003620,Reticulon-like protein B7 (AtRTNLB7),RTNLB7 At4g01230 F2N1.8
Bo9g003810,Lysine-specific demethylase JMJ25 (EC 1.14.11.-) (Jumonji domain-containing protein 25) (Lysine-specific histone demethylase JMJ25) (Protein INCREASE IN BONSAI METHYLATION 1) (Protein JUMONJI 25),JMJ25 IBM1 At3g07610 MLP3.6
Bo9g004130,Pentatricopeptide repeat-containing protein At4g01570,At4g01570 F11O4.7 T15B16.21
Bo9g006020,NKAP family protein,DDB_G0269284
Bo9g007500,Protein TIC 20-IV chloroplastic (Translocon at the inner envelope membrane of chloroplasts 20-IV) (AtTIC20-IV),TIC20-IV At4g03320 F4C21.25
Bo9g008670,Transcription factor PRE5 (Basic helix-loop-helix protein 164) (AtbHLH164) (bHLH 164) (Protein PACLOBUTRAZOL RESISTANCE 5) (bHLH transcription factor bHLH164),PRE5 BHLH164 At3g28857 MLD15.1
Bo9g008920,Malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase (EC 2.3.1.-) (Anthocyanin 5-aromatic acyltransferase-like protein) (At5MAT),5MAT At3g29590 MTO24.5
Bo9g009600,Cytochrome B5 isoform D (AtCb5-D) (Cytochrome b5 isoform B) (AtCb5-B),CYTB5-D B5-B CB5-B CB5-D At5g48810 K24G6.14
Bo9g009790,Beta-D-xylosidase 1 (AtBXL1) (EC 3.2.1.-) (Alpha-L-arabinofuranosidase) (EC 3.2.1.55),BXL1 XYL1 At5g49360 K7J8.3
Bo9g010170,Pre-rRNA-processing protein TSR2 (20S rRNA accumulation protein 2),TSR2 YLR435W
Bo9g011190,Probable glycosyltransferase At5g03795 (EC 2.4.-.-),At5g03795 MED24
Bo9g012610,Ribosome-binding factor PSRP1 chloroplastic (30S ribosomal protein 1) (CS-S5) (CS5) (Plastid-specific 30S ribosomal protein 1) (PSrp-1) (Ribosomal protein 1) (S22) (Translation factor pY),PSRP1 RPS22 RPS30 SOVF_177810
Bo9g012630,Two-component response regulator-like APRR5 (Pseudo-response regulator 5),APRR5 At5g24470 T31K7.5
Bo9g013680,6-phosphogluconolactonase 3 chloroplastic (6PGL3) (EC 3.1.1.31) (Protein EMBRYO DEFECTIVE 2024),PGL3 EMB2024 At5g24400 K16H17.11
Bo9g013930,Heavy metal-associated isoprenylated plant protein 39 (AtHIP39),HIPP39 At1g01490 F22L4.5
Bo9g014050,Vesicle transport protein SFT2B (SFT2 domain-containing protein 2),Sft2d2
Bo9g014460,Histone deacetylase 5 (EC 3.5.1.98),HDA5 At5g61060 MAF19.7
Bo9g014490,Protein LEO1 homolog (Protein VERNALIZATION INDEPENDENCE 4),VIP4 At5g61150 MAF19.15
Bo9g014660,Ethylene-responsive transcription factor ERF107,ERF107 At5g61590 K11J9.12
